"Step","sched_tune_imagenet_1_redo2 - gradient_norm","sched_tune_imagenet_1_redo2 - gradient_norm__MIN","sched_tune_imagenet_1_redo2 - gradient_norm__MAX"
"10","7.961446664972956","7.961446664972956","7.961446664972956"
"20","4.212738071313978","4.212738071313978","4.212738071313978"
"30","3.4174050302344536","3.4174050302344536","3.4174050302344536"
"40","1.1833283736152944","1.1833283736152944","1.1833283736152944"
"50","3.475768620353495","3.475768620353495","3.475768620353495"
"60","0.9087300014189422","0.9087300014189422","0.9087300014189422"
"70","0.7106703950121634","0.7106703950121634","0.7106703950121634"
"80","0.6668221199128723","0.6668221199128723","0.6668221199128723"
"90","0.5442730699754567","0.5442730699754567","0.5442730699754567"
"100","0.5900069812672097","0.5900069812672097","0.5900069812672097"
"110","0.572280903560323","0.572280903560323","0.572280903560323"
"120","0.4890467272084025","0.4890467272084025","0.4890467272084025"
"130","0.46817887920267515","0.46817887920267515","0.46817887920267515"
"140","0.6534270061611339","0.6534270061611339","0.6534270061611339"
"150","0.4463425040117578","0.4463425040117578","0.4463425040117578"
"160","0.43918880456398857","0.43918880456398857","0.43918880456398857"
"170","0.43498875714432406","0.43498875714432406","0.43498875714432406"
"180","0.45224377487799583","0.45224377487799583","0.45224377487799583"
"190","0.4545078696146118","0.4545078696146118","0.4545078696146118"
"200","0.4835013146698216","0.4835013146698216","0.4835013146698216"
"210","0.46736937709756415","0.46736937709756415","0.46736937709756415"
"220","0.5109763331372994","0.5109763331372994","0.5109763331372994"
"230","0.5615667534696402","0.5615667534696402","0.5615667534696402"
"240","0.6023872070795148","0.6023872070795148","0.6023872070795148"
"250","0.7067015262277746","0.7067015262277746","0.7067015262277746"
"260","0.7514347140287234","0.7514347140287234","0.7514347140287234"
"270","0.7914652511188434","0.7914652511188434","0.7914652511188434"
"280","0.8063603902608958","0.8063603902608958","0.8063603902608958"
"290","0.7710592975626593","0.7710592975626593","0.7710592975626593"
"300","0.8583060384192627","0.8583060384192627","0.8583060384192627"
"310","0.8266827184365193","0.8266827184365193","0.8266827184365193"
"320","0.8054391698773449","0.8054391698773449","0.8054391698773449"
"330","0.7664298654514011","0.7664298654514011","0.7664298654514011"
"340","0.738353629841157","0.738353629841157","0.738353629841157"
"350","0.8130402126532094","0.8130402126532094","0.8130402126532094"
