"Step","vit_full_gnorms_fix - sched/gnorm_l1","vit_full_gnorms_fix - sched/gnorm_l1__MIN","vit_full_gnorms_fix - sched/gnorm_l1__MAX"
"60","85.774242077503","85.774242077503","85.774242077503"
"61","84.87116857133515","84.87116857133515","84.87116857133515"
"62","83.97281766758533","83.97281766758533","83.97281766758533"
"63","83.48989116151643","83.48989116151643","83.48989116151643"
"64","82.54150642261811","82.54150642261811","82.54150642261811"
"65","81.85833196630847","81.85833196630847","81.85833196630847"
"66","81.0286212428764","81.0286212428764","81.0286212428764"
"67","80.4829278206962","80.4829278206962","80.4829278206962"
"68","79.4265446335994","79.4265446335994","79.4265446335994"
"69","79.15647010130488","79.15647010130488","79.15647010130488"
"70","79.36364602261892","79.36364602261892","79.36364602261892"
"71","78.47379826344695","78.47379826344695","78.47379826344695"
"72","78.0622359285262","78.0622359285262","78.0622359285262"
"73","77.30764673952945","77.30764673952945","77.30764673952945"
"74","76.77517734571302","76.77517734571302","76.77517734571302"
"75","75.86332461763959","75.86332461763959","75.86332461763959"
"76","74.92668987321667","74.92668987321667","74.92668987321667"
"77","74.32719840715436","74.32719840715436","74.32719840715436"
"78","73.65790822291092","73.65790822291092","73.65790822291092"
"79","72.90718376975565","72.90718376975565","72.90718376975565"
"80","72.38293195988808","72.38293195988808","72.38293195988808"
"81","71.80010581594615","71.80010581594615","71.80010581594615"
"82","71.55227632752212","71.55227632752212","71.55227632752212"
"83","71.03357839297314","71.03357839297314","71.03357839297314"
"84","69.87364093363794","69.87364093363794","69.87364093363794"
"85","69.32528238603481","69.32528238603481","69.32528238603481"
"86","68.6050044271251","68.6050044271251","68.6050044271251"
"87","68.00832646129493","68.00832646129493","68.00832646129493"
"88","68.09877061812585","68.09877061812585","68.09877061812585"
"89","66.79765802230395","66.79765802230395","66.79765802230395"
"90","66.35713418900923","66.35713418900923","66.35713418900923"
"91","66.18284909780414","66.18284909780414","66.18284909780414"
"92","65.16737780989206","65.16737780989206","65.16737780989206"
"93","65.093476697406","65.093476697406","65.093476697406"
"94","63.85410510183283","63.85410510183283","63.85410510183283"
"95","63.2246580155952","63.2246580155952","63.2246580155952"
"96","62.89863343021352","62.89863343021352","62.89863343021352"
"97","62.129700314835645","62.129700314835645","62.129700314835645"
"98","61.37116709595648","61.37116709595648","61.37116709595648"
"99","61.04480354680345","61.04480354680345","61.04480354680345"
"100","60.05850576922239","60.05850576922239","60.05850576922239"
"101","59.502534890634706","59.502534890634706","59.502534890634706"
"102","58.99697697175907","58.99697697175907","58.99697697175907"
"103","58.43135658435858","58.43135658435858","58.43135658435858"
"104","57.80879216598987","57.80879216598987","57.80879216598987"
"105","57.17331068019848","57.17331068019848","57.17331068019848"
"106","56.66122342536619","56.66122342536619","56.66122342536619"
"107","55.97098487223957","55.97098487223957","55.97098487223957"
"108","56.357038981866936","56.357038981866936","56.357038981866936"
"109","54.85384352792243","54.85384352792243","54.85384352792243"
"110","54.43101645020943","54.43101645020943","54.43101645020943"
"111","54.44702978630448","54.44702978630448","54.44702978630448"
"112","52.91875706780229","52.91875706780229","52.91875706780229"
"113","52.3993105873451","52.3993105873451","52.3993105873451"
"114","51.903505209471405","51.903505209471405","51.903505209471405"
"115","51.35271286864736","51.35271286864736","51.35271286864736"
"116","50.53318193472478","50.53318193472478","50.53318193472478"
"117","50.25321537292075","50.25321537292075","50.25321537292075"
"118","49.48211245152561","49.48211245152561","49.48211245152561"
"119","48.88224928107411","48.88224928107411","48.88224928107411"
"120","48.32253211978423","48.32253211978423","48.32253211978423"
"121","48.13870813831818","48.13870813831818","48.13870813831818"
"122","47.33742293942669","47.33742293942669","47.33742293942669"
"123","46.82764026536097","46.82764026536097","46.82764026536097"
"124","46.40502635694429","46.40502635694429","46.40502635694429"
"125","45.59900971639581","45.59900971639581","45.59900971639581"
"126","45.122334534909896","45.122334534909896","45.122334534909896"
"127","44.72435351803324","44.72435351803324","44.72435351803324"
"128","43.92202317602823","43.92202317602823","43.92202317602823"
"129","43.55137377675601","43.55137377675601","43.55137377675601"
"130","43.05959994660043","43.05959994660043","43.05959994660043"
"131","42.805491761058875","42.805491761058875","42.805491761058875"
"132","41.99346782921384","41.99346782921384","41.99346782921384"
"133","41.57112659611085","41.57112659611085","41.57112659611085"
"134","41.486677554836206","41.486677554836206","41.486677554836206"
"135","40.496730663066046","40.496730663066046","40.496730663066046"
"136","39.9922004032569","39.9922004032569","39.9922004032569"
"137","39.71844134253661","39.71844134253661","39.71844134253661"
"138","39.142678203292235","39.142678203292235","39.142678203292235"
"139","38.73845476970018","38.73845476970018","38.73845476970018"
"140","38.32824264078408","38.32824264078408","38.32824264078408"
"141","37.59317818594354","37.59317818594354","37.59317818594354"
"142","37.22343779561015","37.22343779561015","37.22343779561015"
"143","36.68404701511099","36.68404701511099","36.68404701511099"
"144","36.20660202416275","36.20660202416275","36.20660202416275"
"145","35.652064750828686","35.652064750828686","35.652064750828686"
"146","35.396958291386","35.396958291386","35.396958291386"
"147","34.87650303477221","34.87650303477221","34.87650303477221"
"148","34.5003962852943","34.5003962852943","34.5003962852943"
"149","33.98891533920778","33.98891533920778","33.98891533920778"
"150","33.57685584504634","33.57685584504634","33.57685584504634"
"151","33.19954191051056","33.19954191051056","33.19954191051056"
"152","32.72583201694488","32.72583201694488","32.72583201694488"
"153","32.35762152738607","32.35762152738607","32.35762152738607"
"154","31.953295522029293","31.953295522029293","31.953295522029293"
"155","31.71310923733381","31.71310923733381","31.71310923733381"
"156","31.128613993128965","31.128613993128965","31.128613993128965"
"157","30.68868004149317","30.68868004149317","30.68868004149317"
"158","30.293939237451013","30.293939237451013","30.293939237451013"
"159","30.29962630092814","30.29962630092814","30.29962630092814"
"160","29.643645093628948","29.643645093628948","29.643645093628948"
"161","29.145924507416566","29.145924507416566","29.145924507416566"
"162","28.924447262846115","28.924447262846115","28.924447262846115"
"163","28.517006876599226","28.517006876599226","28.517006876599226"
"164","28.122367668514016","28.122367668514016","28.122367668514016"
"165","27.83827732541431","27.83827732541431","27.83827732541431"
"166","27.644379312434467","27.644379312434467","27.644379312434467"
"167","27.304139754677635","27.304139754677635","27.304139754677635"
"168","26.92958049434492","26.92958049434492","26.92958049434492"
"169","26.477948164952068","26.477948164952068","26.477948164952068"
"170","26.148660825986553","26.148660825986553","26.148660825986553"
"171","25.819495895926593","25.819495895926593","25.819495895926593"
"172","25.601040461766388","25.601040461766388","25.601040461766388"
"173","25.240973336723073","25.240973336723073","25.240973336723073"
"174","24.82850735691227","24.82850735691227","24.82850735691227"
"175","24.586195002803834","24.586195002803834","24.586195002803834"
"176","24.254850119093135","24.254850119093135","24.254850119093135"
"177","24.015759288588924","24.015759288588924","24.015759288588924"
"178","23.5977291381123","23.5977291381123","23.5977291381123"
"179","23.354839655883552","23.354839655883552","23.354839655883552"
"180","23.036200082953656","23.036200082953656","23.036200082953656"
"181","22.77508980103812","22.77508980103812","22.77508980103812"
"182","22.530198130147255","22.530198130147255","22.530198130147255"
"183","22.174564666662263","22.174564666662263","22.174564666662263"
"184","22.012475602834456","22.012475602834456","22.012475602834456"
"185","21.710894117970383","21.710894117970383","21.710894117970383"
"186","21.44531107488001","21.44531107488001","21.44531107488001"
"187","21.17724511481174","21.17724511481174","21.17724511481174"
"188","20.970382069007428","20.970382069007428","20.970382069007428"
"189","20.78072532666556","20.78072532666556","20.78072532666556"
"190","20.452482333877015","20.452482333877015","20.452482333877015"
"191","20.08614655962174","20.08614655962174","20.08614655962174"
"192","19.86410396174142","19.86410396174142","19.86410396174142"
"193","19.675362495545414","19.675362495545414","19.675362495545414"
"194","19.434742378959072","19.434742378959072","19.434742378959072"
"195","19.29016874287845","19.29016874287845","19.29016874287845"
"196","18.95965425401755","18.95965425401755","18.95965425401755"
"197","18.727607387181703","18.727607387181703","18.727607387181703"
"198","18.488874029662384","18.488874029662384","18.488874029662384"
"199","18.241896068559072","18.241896068559072","18.241896068559072"
"200","18.014819301297393","18.014819301297393","18.014819301297393"
"201","17.831058640590072","17.831058640590072","17.831058640590072"
"202","17.699212766010078","17.699212766010078","17.699212766010078"
"203","17.442077792249165","17.442077792249165","17.442077792249165"
"204","17.343288398835284","17.343288398835284","17.343288398835284"
"205","16.98753330338195","16.98753330338195","16.98753330338195"
"206","16.8496282047563","16.8496282047563","16.8496282047563"
"207","16.688873616950332","16.688873616950332","16.688873616950332"
"208","16.461763688247174","16.461763688247174","16.461763688247174"
"209","16.24814462104814","16.24814462104814","16.24814462104814"
"210","16.162981989248237","16.162981989248237","16.162981989248237"
"211","15.840384567752608","15.840384567752608","15.840384567752608"
"212","15.710761970572094","15.710761970572094","15.710761970572094"
"213","15.53451269856987","15.53451269856987","15.53451269856987"
"214","15.251222114943175","15.251222114943175","15.251222114943175"
"215","15.156952860957515","15.156952860957515","15.156952860957515"
"216","14.922086350273275","14.922086350273275","14.922086350273275"
"217","14.77738335238655","14.77738335238655","14.77738335238655"
"218","14.691620191086711","14.691620191086711","14.691620191086711"
"219","14.471177480172171","14.471177480172171","14.471177480172171"
"220","14.380135642718416","14.380135642718416","14.380135642718416"
"221","14.072348719413185","14.072348719413185","14.072348719413185"
"222","13.987636877361638","13.987636877361638","13.987636877361638"
"223","13.792043274700063","13.792043274700063","13.792043274700063"
"224","13.681473327823367","13.681473327823367","13.681473327823367"
"225","13.4720502261589","13.4720502261589","13.4720502261589"
"226","13.349653095626763","13.349653095626763","13.349653095626763"
"227","13.182053761786849","13.182053761786849","13.182053761786849"
"228","13.088241057315829","13.088241057315829","13.088241057315829"
"229","12.857938050686244","12.857938050686244","12.857938050686244"
"230","12.689810037078589","12.689810037078589","12.689810037078589"
"231","12.57062946022279","12.57062946022279","12.57062946022279"
"232","12.498677839001177","12.498677839001177","12.498677839001177"
"233","12.285009906635878","12.285009906635878","12.285009906635878"
"234","12.151108093178207","12.151108093178207","12.151108093178207"
"235","12.08613307298674","12.08613307298674","12.08613307298674"
"236","11.92147319239757","11.92147319239757","11.92147319239757"
"237","11.842726639933517","11.842726639933517","11.842726639933517"
"238","11.690097363921724","11.690097363921724","11.690097363921724"
"239","11.587565103523502","11.587565103523502","11.587565103523502"
"240","11.375722754777598","11.375722754777598","11.375722754777598"
"241","11.279873683889493","11.279873683889493","11.279873683889493"
"242","11.13714120077202","11.13714120077202","11.13714120077202"
"243","11.007034042563191","11.007034042563191","11.007034042563191"
"244","10.969703442547598","10.969703442547598","10.969703442547598"
"245","10.812366183922222","10.812366183922222","10.812366183922222"
"246","10.656698057783617","10.656698057783617","10.656698057783617"
"247","10.592101292550524","10.592101292550524","10.592101292550524"
"248","10.428370832196832","10.428370832196832","10.428370832196832"
"249","10.368317303420554","10.368317303420554","10.368317303420554"
"250","10.294380007307607","10.294380007307607","10.294380007307607"
"251","10.111689195716735","10.111689195716735","10.111689195716735"
"252","10.034880878091826","10.034880878091826","10.034880878091826"
"253","9.954894587910076","9.954894587910076","9.954894587910076"
"254","9.790556597792149","9.790556597792149","9.790556597792149"
"255","9.706090217607198","9.706090217607198","9.706090217607198"
"256","9.594089296482936","9.594089296482936","9.594089296482936"
"257","9.485946090137986","9.485946090137986","9.485946090137986"
"258","9.404795878049754","9.404795878049754","9.404795878049754"
"259","9.296580310275203","9.296580310275203","9.296580310275203"
"260","9.185047118253124","9.185047118253124","9.185047118253124"
"261","9.134641309487506","9.134641309487506","9.134641309487506"
"262","9.028585849038564","9.028585849038564","9.028585849038564"
"263","8.92507422724907","8.92507422724907","8.92507422724907"
"264","8.823200046241027","8.823200046241027","8.823200046241027"
"265","8.743475762279104","8.743475762279104","8.743475762279104"
"266","8.712800120441898","8.712800120441898","8.712800120441898"
"267","8.578298641239599","8.578298641239599","8.578298641239599"
"268","8.517588049855704","8.517588049855704","8.517588049855704"
"269","8.444325189153005","8.444325189153005","8.444325189153005"
"270","8.340808844671756","8.340808844671756","8.340808844671756"
"271","8.30085737790614","8.30085737790614","8.30085737790614"
"272","8.187658671569352","8.187658671569352","8.187658671569352"
"273","8.113799913490539","8.113799913490539","8.113799913490539"
"274","8.015295905683615","8.015295905683615","8.015295905683615"
"275","7.947353192084847","7.947353192084847","7.947353192084847"
"276","7.854550267591549","7.854550267591549","7.854550267591549"
"277","7.795263211930887","7.795263211930887","7.795263211930887"
"278","7.699237362068061","7.699237362068061","7.699237362068061"
"279","7.607264455846234","7.607264455846234","7.607264455846234"
"280","7.5750622696346","7.5750622696346","7.5750622696346"
"281","7.499851065961366","7.499851065961366","7.499851065961366"
"282","7.403217275816814","7.403217275816814","7.403217275816814"
"283","7.3610202662548545","7.3610202662548545","7.3610202662548545"
"284","7.318788994692113","7.318788994692113","7.318788994692113"
"285","7.237704842236326","7.237704842236326","7.237704842236326"
"286","7.180903388989691","7.180903388989691","7.180903388989691"
"287","7.057930086067472","7.057930086067472","7.057930086067472"
"288","7.045320203931624","7.045320203931624","7.045320203931624"
"289","6.951069511721471","6.951069511721471","6.951069511721471"
"290","6.8490431768072995","6.8490431768072995","6.8490431768072995"
"291","6.806868020682714","6.806868020682714","6.806868020682714"
"292","6.777279708048809","6.777279708048809","6.777279708048809"
"293","6.682920869423242","6.682920869423242","6.682920869423242"
"294","6.608685836648874","6.608685836648874","6.608685836648874"
"295","6.565277080816941","6.565277080816941","6.565277080816941"
"296","6.533369915810454","6.533369915810454","6.533369915810454"
"297","6.436872084752395","6.436872084752395","6.436872084752395"
"298","6.386234088508218","6.386234088508218","6.386234088508218"
"299","6.324683690226493","6.324683690226493","6.324683690226493"
"300","6.296474086241005","6.296474086241005","6.296474086241005"
"301","6.2249703034251525","6.2249703034251525","6.2249703034251525"
"302","6.1598177991349985","6.1598177991349985","6.1598177991349985"
"303","6.121667530122977","6.121667530122977","6.121667530122977"
"304","6.047291327363382","6.047291327363382","6.047291327363382"
"305","6.029960948190592","6.029960948190592","6.029960948190592"
"306","5.953495627373286","5.953495627373286","5.953495627373286"
"307","5.928936695452194","5.928936695452194","5.928936695452194"
"308","5.814584488230139","5.814584488230139","5.814584488230139"
"309","5.80121657478071","5.80121657478071","5.80121657478071"
"310","5.77644606151307","5.77644606151307","5.77644606151307"
"311","5.721356554387739","5.721356554387739","5.721356554387739"
"313","5.610469527573059","5.610469527573059","5.610469527573059"
"314","5.568149991989458","5.568149991989458","5.568149991989458"
"315","5.49279799707756","5.49279799707756","5.49279799707756"
"316","5.4275052284251615","5.4275052284251615","5.4275052284251615"
"317","5.429592545862761","5.429592545862761","5.429592545862761"
"318","5.4042401162207625","5.4042401162207625","5.4042401162207625"
"319","5.359091725531698","5.359091725531698","5.359091725531698"
"320","5.304295732999208","5.304295732999208","5.304295732999208"
"321","5.253902366987177","5.253902366987177","5.253902366987177"
"322","5.193877509280583","5.193877509280583","5.193877509280583"
"323","5.1546461185703265","5.1546461185703265","5.1546461185703265"
"324","5.121274159736458","5.121274159736458","5.121274159736458"
"325","5.046170808614306","5.046170808614306","5.046170808614306"
"326","4.991552023769373","4.991552023769373","4.991552023769373"
"327","4.981743564532053","4.981743564532053","4.981743564532053"
"328","4.919272875498791","4.919272875498791","4.919272875498791"
"329","4.889086260599925","4.889086260599925","4.889086260599925"
"330","4.854213012375112","4.854213012375112","4.854213012375112"
"331","4.826830818134113","4.826830818134113","4.826830818134113"
"332","4.775894322327531","4.775894322327531","4.775894322327531"
"333","4.714424475296255","4.714424475296255","4.714424475296255"
"334","4.688043791281643","4.688043791281643","4.688043791281643"
"335","4.650859337582688","4.650859337582688","4.650859337582688"
"336","4.597318061072201","4.597318061072201","4.597318061072201"
"337","4.560078356926169","4.560078356926169","4.560078356926169"
"338","4.546394901545682","4.546394901545682","4.546394901545682"
"339","4.490714192743781","4.490714192743781","4.490714192743781"
"340","4.444069333560947","4.444069333560947","4.444069333560947"
"341","4.416696831249737","4.416696831249737","4.416696831249737"
"342","4.398243116417007","4.398243116417007","4.398243116417007"
"343","4.344659874697754","4.344659874697754","4.344659874697754"
"344","4.3012116981085455","4.3012116981085455","4.3012116981085455"
"345","4.280160389794446","4.280160389794446","4.280160389794446"
"346","4.249492546674219","4.249492546674219","4.249492546674219"
"347","4.240164390108703","4.240164390108703","4.240164390108703"
"348","4.14974537605076","4.14974537605076","4.14974537605076"
"349","4.144220723655053","4.144220723655053","4.144220723655053"
"350","4.117631521768772","4.117631521768772","4.117631521768772"
"351","4.080432278640046","4.080432278640046","4.080432278640046"
"352","4.049930953310877","4.049930953310877","4.049930953310877"
"353","3.9968745537298673","3.9968745537298673","3.9968745537298673"
"354","3.9927343516674223","3.9927343516674223","3.9927343516674223"
"355","3.960848139633072","3.960848139633072","3.960848139633072"
"356","3.9190071130631168","3.9190071130631168","3.9190071130631168"
"357","3.897927984242415","3.897927984242415","3.897927984242415"
"358","3.8629764390916534","3.8629764390916534","3.8629764390916534"
"359","3.8315904097619295","3.8315904097619295","3.8315904097619295"
"360","3.805643238713856","3.805643238713856","3.805643238713856"
"361","3.7776867925829265","3.7776867925829265","3.7776867925829265"
"362","3.7599673284660184","3.7599673284660184","3.7599673284660184"
"363","3.706514903911284","3.706514903911284","3.706514903911284"
"364","3.686630661067511","3.686630661067511","3.686630661067511"
"365","3.6759643368902744","3.6759643368902744","3.6759643368902744"
"366","3.6536880543017105","3.6536880543017105","3.6536880543017105"
"367","3.6036217832379407","3.6036217832379407","3.6036217832379407"
"368","3.5728077575520274","3.5728077575520274","3.5728077575520274"
"369","3.565820989750364","3.565820989750364","3.565820989750364"
"370","3.5353219119515416","3.5353219119515416","3.5353219119515416"
"371","3.485526983056616","3.485526983056616","3.485526983056616"
"372","3.4734847171259844","3.4734847171259844","3.4734847171259844"
"373","3.448932484911211","3.448932484911211","3.448932484911211"
"374","3.413120742867477","3.413120742867477","3.413120742867477"
"375","3.3972384092505763","3.3972384092505763","3.3972384092505763"
"376","3.3608171371865865","3.3608171371865865","3.3608171371865865"
"377","3.3630253475478185","3.3630253475478185","3.3630253475478185"
"378","3.3306007004155163","3.3306007004155163","3.3306007004155163"
"379","3.293903171340162","3.293903171340162","3.293903171340162"
"380","3.272904616991582","3.272904616991582","3.272904616991582"
"381","3.248228236854402","3.248228236854402","3.248228236854402"
"382","3.2301377878920903","3.2301377878920903","3.2301377878920903"
"383","3.2059982995308474","3.2059982995308474","3.2059982995308474"
"384","3.182865453557497","3.182865453557497","3.182865453557497"
"385","3.1517878427230244","3.1517878427230244","3.1517878427230244"
"386","3.1514920686640835","3.1514920686640835","3.1514920686640835"
"387","3.1200641265902505","3.1200641265902505","3.1200641265902505"
"388","3.0907254476069284","3.0907254476069284","3.0907254476069284"
"389","3.0937417854688647","3.0937417854688647","3.0937417854688647"
"390","3.0492263219846336","3.0492263219846336","3.0492263219846336"
"391","3.009725948781579","3.009725948781579","3.009725948781579"
"392","2.9939371629461675","2.9939371629461675","2.9939371629461675"
"393","3.007101834972673","3.007101834972673","3.007101834972673"
"394","2.972913988872733","2.972913988872733","2.972913988872733"
"395","2.929843882302748","2.929843882302748","2.929843882302748"
"396","2.9268020249019173","2.9268020249019173","2.9268020249019173"
"397","2.9227014887874248","2.9227014887874248","2.9227014887874248"
"398","2.8991996455658864","2.8991996455658864","2.8991996455658864"
"399","2.848459785594514","2.848459785594514","2.848459785594514"
"400","2.8331290497533246","2.8331290497533246","2.8331290497533246"
"401","2.836217158262798","2.836217158262798","2.836217158262798"
"402","2.803985212626685","2.803985212626685","2.803985212626685"
"403","2.7874302830991837","2.7874302830991837","2.7874302830991837"
"404","2.777804245750076","2.777804245750076","2.777804245750076"
"405","2.761699244634883","2.761699244634883","2.761699244634883"
"406","2.7379413404073603","2.7379413404073603","2.7379413404073603"
"407","2.7167085126634447","2.7167085126634447","2.7167085126634447"
"408","2.684796277642363","2.684796277642363","2.684796277642363"
"409","2.7015425916799813","2.7015425916799813","2.7015425916799813"
"410","2.6715657009854112","2.6715657009854112","2.6715657009854112"
"411","2.6349563000869693","2.6349563000869693","2.6349563000869693"
"412","2.618970391086578","2.618970391086578","2.618970391086578"
"413","2.609131966248924","2.609131966248924","2.609131966248924"
"414","2.6003881871038175","2.6003881871038175","2.6003881871038175"
"415","2.5819628503468266","2.5819628503468266","2.5819628503468266"
"416","2.569866920176082","2.569866920176082","2.569866920176082"
"417","2.542505433084443","2.542505433084443","2.542505433084443"
"418","2.519825367599651","2.519825367599651","2.519825367599651"
"419","2.4970623498170426","2.4970623498170426","2.4970623498170426"
"420","2.4823749805871103","2.4823749805871103","2.4823749805871103"
"421","2.483727098291183","2.483727098291183","2.483727098291183"
"422","2.446820564913878","2.446820564913878","2.446820564913878"
"423","2.430955432538667","2.430955432538667","2.430955432538667"
"424","2.4045108592445104","2.4045108592445104","2.4045108592445104"
"425","2.414217598164214","2.414217598164214","2.414217598164214"
"426","2.387058307718007","2.387058307718007","2.387058307718007"
"427","2.3812961949549845","2.3812961949549845","2.3812961949549845"
"428","2.348006178780679","2.348006178780679","2.348006178780679"
"429","2.3562485564741564","2.3562485564741564","2.3562485564741564"
"430","2.311449946136918","2.311449946136918","2.311449946136918"
"431","2.294483457682645","2.294483457682645","2.294483457682645"
"432","2.314498591694246","2.314498591694246","2.314498591694246"
"433","2.280225247237695","2.280225247237695","2.280225247237695"
"434","2.2665764637079064","2.2665764637079064","2.2665764637079064"
"435","2.2724068010061274","2.2724068010061274","2.2724068010061274"
"436","2.250310965520157","2.250310965520157","2.250310965520157"
"437","2.2271093000078963","2.2271093000078963","2.2271093000078963"
"438","2.220050962890582","2.220050962890582","2.220050962890582"
"439","2.1858037642061845","2.1858037642061845","2.1858037642061845"
"440","2.1756436940697768","2.1756436940697768","2.1756436940697768"
"441","2.191080474748333","2.191080474748333","2.191080474748333"
"442","2.171344192192464","2.171344192192464","2.171344192192464"
"443","2.15049852262905","2.15049852262905","2.15049852262905"
"444","2.1217299960353557","2.1217299960353557","2.1217299960353557"
"445","2.1326004491986623","2.1326004491986623","2.1326004491986623"
"446","2.0810375275228807","2.0810375275228807","2.0810375275228807"
"447","2.0932626615283425","2.0932626615283425","2.0932626615283425"
"448","2.08197747454551","2.08197747454551","2.08197747454551"
"449","2.054530408143364","2.054530408143364","2.054530408143364"
"450","2.0409527722952134","2.0409527722952134","2.0409527722952134"
"451","2.042205910839357","2.042205910839357","2.042205910839357"
"452","2.031290791586116","2.031290791586116","2.031290791586116"
"453","1.992659687127116","1.992659687127116","1.992659687127116"
"454","1.9987589066483904","1.9987589066483904","1.9987589066483904"
"455","1.9957100232900304","1.9957100232900304","1.9957100232900304"
"456","1.948061316760004","1.948061316760004","1.948061316760004"
"457","1.956877927451842","1.956877927451842","1.956877927451842"
"458","1.936070745736174","1.936070745736174","1.936070745736174"
"459","1.9308962243690075","1.9308962243690075","1.9308962243690075"
"460","1.9264104873127508","1.9264104873127508","1.9264104873127508"
"461","1.9279762030619167","1.9279762030619167","1.9279762030619167"
"462","1.8987272394326735","1.8987272394326735","1.8987272394326735"
"463","1.8917293204276575","1.8917293204276575","1.8917293204276575"
"464","1.8849350414106991","1.8849350414106991","1.8849350414106991"
"465","1.8679021029042815","1.8679021029042815","1.8679021029042815"
"466","1.84414665244708","1.84414665244708","1.84414665244708"
"467","1.8431639959014776","1.8431639959014776","1.8431639959014776"
"468","1.839482493044443","1.839482493044443","1.839482493044443"
"469","1.830934449465076","1.830934449465076","1.830934449465076"
"470","1.8042014877471504","1.8042014877471504","1.8042014877471504"
"471","1.813201865518522","1.813201865518522","1.813201865518522"
"472","1.8012044054091805","1.8012044054091805","1.8012044054091805"
"473","1.766047691880658","1.766047691880658","1.766047691880658"
"474","1.7572673603108342","1.7572673603108342","1.7572673603108342"
"475","1.7672765229717695","1.7672765229717695","1.7672765229717695"
"476","1.744050511395585","1.744050511395585","1.744050511395585"
"477","1.7387713244875158","1.7387713244875158","1.7387713244875158"
"478","1.7080311055672155","1.7080311055672155","1.7080311055672155"
"479","1.7227080772306635","1.7227080772306635","1.7227080772306635"
"480","1.700918198513591","1.700918198513591","1.700918198513591"
"481","1.695864786901666","1.695864786901666","1.695864786901666"
"482","1.6925114826003664","1.6925114826003664","1.6925114826003664"
"483","1.6863133100259802","1.6863133100259802","1.6863133100259802"
"484","1.6508611484093765","1.6508611484093765","1.6508611484093765"
"485","1.6535143749185863","1.6535143749185863","1.6535143749185863"
