"Step","coco_sched_baselines_fix2 - gnorm","coco_sched_baselines_fix2 - gnorm__MIN","coco_sched_baselines_fix2 - gnorm__MAX"
"36","2.529090912257947","2.529090912257947","2.529090912257947"
"37","2.06545533242283","2.06545533242283","2.06545533242283"
"38","2.2860964275278706","2.2860964275278706","2.2860964275278706"
"39","2.0175339674786006","2.0175339674786006","2.0175339674786006"
"40","2.432449790983908","2.432449790983908","2.432449790983908"
"41","1.927284661300339","1.927284661300339","1.927284661300339"
"42","2.121192923755327","2.121192923755327","2.121192923755327"
"43","1.8719660901162387","1.8719660901162387","1.8719660901162387"
"44","2.9647017613401325","2.9647017613401325","2.9647017613401325"
"45","2.1136411423017116","2.1136411423017116","2.1136411423017116"
"46","2.21372191655274","2.21372191655274","2.21372191655274"
"47","3.0341300728138285","3.0341300728138285","3.0341300728138285"
"48","2.2886379689904315","2.2886379689904315","2.2886379689904315"
"49","2.2676747633263177","2.2676747633263177","2.2676747633263177"
"50","2.41151505795388","2.41151505795388","2.41151505795388"
"51","2.228931155064243","2.228931155064243","2.228931155064243"
"52","2.06752706634544","2.06752706634544","2.06752706634544"
"53","1.9039665765603084","1.9039665765603084","1.9039665765603084"
"54","2.2628325779521195","2.2628325779521195","2.2628325779521195"
"55","3.873356583318013","3.873356583318013","3.873356583318013"
"56","2.0475158582477615","2.0475158582477615","2.0475158582477615"
"57","1.953031949838667","1.953031949838667","1.953031949838667"
"58","1.7949110471083003","1.7949110471083003","1.7949110471083003"
"59","2.248837497130763","2.248837497130763","2.248837497130763"
"60","1.9358143005847477","1.9358143005847477","1.9358143005847477"
"61","2.6638646221765985","2.6638646221765985","2.6638646221765985"
"62","1.7794196543219034","1.7794196543219034","1.7794196543219034"
"63","2.0009898099526375","2.0009898099526375","2.0009898099526375"
"64","2.824077471449496","2.824077471449496","2.824077471449496"
"65","2.4927836463175184","2.4927836463175184","2.4927836463175184"
"66","1.8513556163563831","1.8513556163563831","1.8513556163563831"
"67","2.320275369899729","2.320275369899729","2.320275369899729"
"68","1.922900651006551","1.922900651006551","1.922900651006551"
"69","2.1504379353985796","2.1504379353985796","2.1504379353985796"
"70","1.7452560659175722","1.7452560659175722","1.7452560659175722"
"71","1.9688551476843044","1.9688551476843044","1.9688551476843044"
"72","1.8879790063242563","1.8879790063242563","1.8879790063242563"
"73","2.24579324759649","2.24579324759649","2.24579324759649"
"74","1.5942887939047967","1.5942887939047967","1.5942887939047967"
"75","2.9279208156430885","2.9279208156430885","2.9279208156430885"
"76","2.0879148117557196","2.0879148117557196","2.0879148117557196"
"77","2.121067293709928","2.121067293709928","2.121067293709928"
"78","2.2985294122066917","2.2985294122066917","2.2985294122066917"
"79","2.261171533468085","2.261171533468085","2.261171533468085"
"80","2.2534063952635894","2.2534063952635894","2.2534063952635894"
"81","2.653212905763713","2.653212905763713","2.653212905763713"
"82","2.1453925833917955","2.1453925833917955","2.1453925833917955"
"83","1.8548453605052184","1.8548453605052184","1.8548453605052184"
"84","2.223535016380254","2.223535016380254","2.223535016380254"
"85","1.8266512913131991","1.8266512913131991","1.8266512913131991"
"86","2.183396005153887","2.183396005153887","2.183396005153887"
"87","2.8554489814725263","2.8554489814725263","2.8554489814725263"
"88","2.028074676719075","2.028074676719075","2.028074676719075"
"89","2.2805588838752406","2.2805588838752406","2.2805588838752406"
"90","2.2726340719879374","2.2726340719879374","2.2726340719879374"
"91","2.377557963431727","2.377557963431727","2.377557963431727"
"92","2.4898210672087826","2.4898210672087826","2.4898210672087826"
"93","2.790420846268234","2.790420846268234","2.790420846268234"
"94","2.592735440587538","2.592735440587538","2.592735440587538"
"95","2.3563587475110137","2.3563587475110137","2.3563587475110137"
"96","2.18074199446097","2.18074199446097","2.18074199446097"
"97","2.0035044429398075","2.0035044429398075","2.0035044429398075"
"98","2.0643548265201335","2.0643548265201335","2.0643548265201335"
"99","1.9998417001180544","1.9998417001180544","1.9998417001180544"
"100","2.1554714576795817","2.1554714576795817","2.1554714576795817"
"101","2.2563831292525403","2.2563831292525403","2.2563831292525403"
"102","2.0444930268239663","2.0444930268239663","2.0444930268239663"
"103","2.2441629748211462","2.2441629748211462","2.2441629748211462"
"104","2.901972027410351","2.901972027410351","2.901972027410351"
"105","2.614275616170352","2.614275616170352","2.614275616170352"
"106","2.591421057253209","2.591421057253209","2.591421057253209"
"107","2.3854400129746915","2.3854400129746915","2.3854400129746915"
"108","2.151391666662337","2.151391666662337","2.151391666662337"
"109","2.4937386304815736","2.4937386304815736","2.4937386304815736"
"110","1.98247443847522","1.98247443847522","1.98247443847522"
"111","2.404615106614492","2.404615106614492","2.404615106614492"
"112","2.274349302192462","2.274349302192462","2.274349302192462"
"113","2.8534461092936425","2.8534461092936425","2.8534461092936425"
"114","2.845632873747158","2.845632873747158","2.845632873747158"
"115","2.2114024468161353","2.2114024468161353","2.2114024468161353"
"116","2.104828056410412","2.104828056410412","2.104828056410412"
"117","2.21271832380804","2.21271832380804","2.21271832380804"
"118","1.7956643505837997","1.7956643505837997","1.7956643505837997"
"119","2.445053331204875","2.445053331204875","2.445053331204875"
"120","2.171899172126726","2.171899172126726","2.171899172126726"
"121","2.0364241828036764","2.0364241828036764","2.0364241828036764"
"122","2.8229303661478364","2.8229303661478364","2.8229303661478364"
"123","2.0057183653845385","2.0057183653845385","2.0057183653845385"
"124","1.8711441833644535","1.8711441833644535","1.8711441833644535"
"125","2.4221270362947007","2.4221270362947007","2.4221270362947007"
"126","2.146239486219085","2.146239486219085","2.146239486219085"
"127","2.4279510671554956","2.4279510671554956","2.4279510671554956"
"128","2.3116723220067823","2.3116723220067823","2.3116723220067823"
"129","2.026764459589329","2.026764459589329","2.026764459589329"
"130","2.2471212658228343","2.2471212658228343","2.2471212658228343"
"131","2.138988578049738","2.138988578049738","2.138988578049738"
"132","2.0207216172639564","2.0207216172639564","2.0207216172639564"
"133","1.944787302515","1.944787302515","1.944787302515"
"134","2.052080180765395","2.052080180765395","2.052080180765395"
"135","2.558126669962259","2.558126669962259","2.558126669962259"
"136","1.9775306503361905","1.9775306503361905","1.9775306503361905"
"137","2.16633552945582","2.16633552945582","2.16633552945582"
"138","2.0680360717831463","2.0680360717831463","2.0680360717831463"
"139","2.2431347585314487","2.2431347585314487","2.2431347585314487"
"140","1.9541441414515768","1.9541441414515768","1.9541441414515768"
"141","2.0382416144298556","2.0382416144298556","2.0382416144298556"
"142","2.256466578655339","2.256466578655339","2.256466578655339"
"143","2.909718920447952","2.909718920447952","2.909718920447952"
"144","2.301066900126794","2.301066900126794","2.301066900126794"
"145","1.9943837161889792","1.9943837161889792","1.9943837161889792"
"146","2.2115830069049967","2.2115830069049967","2.2115830069049967"
"147","2.0169367500710713","2.0169367500710713","2.0169367500710713"
"148","2.00652536034367","2.00652536034367","2.00652536034367"
"149","2.8625629820669465","2.8625629820669465","2.8625629820669465"
"150","2.0965386080730375","2.0965386080730375","2.0965386080730375"
"151","2.167297195311556","2.167297195311556","2.167297195311556"
"152","2.376179447667354","2.376179447667354","2.376179447667354"
"153","2.091069572175374","2.091069572175374","2.091069572175374"
"154","2.2615528153452034","2.2615528153452034","2.2615528153452034"
"155","2.454800271238378","2.454800271238378","2.454800271238378"
"156","2.176505852883204","2.176505852883204","2.176505852883204"
"157","2.4428682267848596","2.4428682267848596","2.4428682267848596"
"158","2.140677319607087","2.140677319607087","2.140677319607087"
"159","3.2417170713920314","3.2417170713920314","3.2417170713920314"
"160","2.38220587751474","2.38220587751474","2.38220587751474"
"161","3.2748529268079394","3.2748529268079394","3.2748529268079394"
"162","2.055368773186754","2.055368773186754","2.055368773186754"
"163","1.9356147339305416","1.9356147339305416","1.9356147339305416"
"164","2.537260006166366","2.537260006166366","2.537260006166366"
"165","2.1825713218836196","2.1825713218836196","2.1825713218836196"
"166","2.0180950448582324","2.0180950448582324","2.0180950448582324"
"167","2.263101678034818","2.263101678034818","2.263101678034818"
"168","2.4036474016297547","2.4036474016297547","2.4036474016297547"
"169","3.537672693051647","3.537672693051647","3.537672693051647"
"170","1.9284445228605016","1.9284445228605016","1.9284445228605016"
"171","2.326648756178998","2.326648756178998","2.326648756178998"
"172","2.3132121363013955","2.3132121363013955","2.3132121363013955"
"173","2.514125527462866","2.514125527462866","2.514125527462866"
"174","1.8812553691537095","1.8812553691537095","1.8812553691537095"
"175","2.340095335233777","2.340095335233777","2.340095335233777"
"176","2.2878185392251273","2.2878185392251273","2.2878185392251273"
"177","2.7592373672023607","2.7592373672023607","2.7592373672023607"
"178","2.174918391113358","2.174918391113358","2.174918391113358"
"179","1.6589827759340643","1.6589827759340643","1.6589827759340643"
"180","3.000446826383769","3.000446826383769","3.000446826383769"
"181","2.296068195915036","2.296068195915036","2.296068195915036"
"182","1.666920051850414","1.666920051850414","1.666920051850414"
"183","2.3203275260575382","2.3203275260575382","2.3203275260575382"
"184","1.9745651613262556","1.9745651613262556","1.9745651613262556"
"185","2.1241784662673973","2.1241784662673973","2.1241784662673973"
"186","1.878361556702161","1.878361556702161","1.878361556702161"
"187","2.308134217617754","2.308134217617754","2.308134217617754"
"188","1.709129997920569","1.709129997920569","1.709129997920569"
"189","1.9423454647407905","1.9423454647407905","1.9423454647407905"
"190","2.283682335694526","2.283682335694526","2.283682335694526"
"191","2.7890231003596258","2.7890231003596258","2.7890231003596258"
"192","2.258661546427837","2.258661546427837","2.258661546427837"
"193","2.1364828871082167","2.1364828871082167","2.1364828871082167"
"194","1.654486217548773","1.654486217548773","1.654486217548773"
"195","2.311902102242583","2.311902102242583","2.311902102242583"
"196","2.2259652187293755","2.2259652187293755","2.2259652187293755"
"197","2.0402366795215405","2.0402366795215405","2.0402366795215405"
"198","2.1837968832426524","2.1837968832426524","2.1837968832426524"
"199","1.757911448152987","1.757911448152987","1.757911448152987"
"200","2.4879116157441885","2.4879116157441885","2.4879116157441885"
"201","2.094790085749255","2.094790085749255","2.094790085749255"
"202","2.321351645313793","2.321351645313793","2.321351645313793"
"203","3.3033865113901317","3.3033865113901317","3.3033865113901317"
"204","2.900535552945066","2.900535552945066","2.900535552945066"
"205","2.2540980531118","2.2540980531118","2.2540980531118"
"206","1.9533393648313784","1.9533393648313784","1.9533393648313784"
"207","2.393541144436499","2.393541144436499","2.393541144436499"
"208","2.1645541455080615","2.1645541455080615","2.1645541455080615"
"209","2.347112835678012","2.347112835678012","2.347112835678012"
"210","2.0240573055210187","2.0240573055210187","2.0240573055210187"
"211","3.223457527226168","3.223457527226168","3.223457527226168"
"212","2.5804606304258964","2.5804606304258964","2.5804606304258964"
"213","2.32734192388511","2.32734192388511","2.32734192388511"
"214","1.9397378837471704","1.9397378837471704","1.9397378837471704"
"215","1.9009691100538333","1.9009691100538333","1.9009691100538333"
"216","2.329356403355393","2.329356403355393","2.329356403355393"
"217","2.164408945026506","2.164408945026506","2.164408945026506"
"218","2.477753761766954","2.477753761766954","2.477753761766954"
"219","2.095693015362092","2.095693015362092","2.095693015362092"
"220","2.3803557571314813","2.3803557571314813","2.3803557571314813"
"221","2.294026597772744","2.294026597772744","2.294026597772744"
"222","2.128031814797023","2.128031814797023","2.128031814797023"
"223","2.492407706479883","2.492407706479883","2.492407706479883"
"224","2.4113635820521027","2.4113635820521027","2.4113635820521027"
"225","1.8475466501032385","1.8475466501032385","1.8475466501032385"
"226","1.9680382999706891","1.9680382999706891","1.9680382999706891"
"227","2.3133321859626035","2.3133321859626035","2.3133321859626035"
"228","2.68969008051356","2.68969008051356","2.68969008051356"
"229","2.283749587317365","2.283749587317365","2.283749587317365"
"230","2.0608299423488714","2.0608299423488714","2.0608299423488714"
"231","2.083646165101051","2.083646165101051","2.083646165101051"
"232","2.7150513479432843","2.7150513479432843","2.7150513479432843"
"233","1.961804186772446","1.961804186772446","1.961804186772446"
"234","2.5275635983068185","2.5275635983068185","2.5275635983068185"
"235","2.4847802181296084","2.4847802181296084","2.4847802181296084"
"236","2.0974215818904782","2.0974215818904782","2.0974215818904782"
"237","2.2279180511352537","2.2279180511352537","2.2279180511352537"
"238","3.331877975574392","3.331877975574392","3.331877975574392"
"239","2.3309938053035344","2.3309938053035344","2.3309938053035344"
"240","1.9729343310728755","1.9729343310728755","1.9729343310728755"
"241","2.068784785287956","2.068784785287956","2.068784785287956"
"242","2.0863272869698366","2.0863272869698366","2.0863272869698366"
"243","1.997478959322328","1.997478959322328","1.997478959322328"
"244","2.346853897891557","2.346853897891557","2.346853897891557"
"245","2.1239170599948776","2.1239170599948776","2.1239170599948776"
"246","1.8375335229802816","1.8375335229802816","1.8375335229802816"
"247","1.9742112133373209","1.9742112133373209","1.9742112133373209"
"248","1.9391769785602124","1.9391769785602124","1.9391769785602124"
"250","1.9443905620613136","1.9443905620613136","1.9443905620613136"
"251","3.051832422048967","3.051832422048967","3.051832422048967"
"252","1.8182494071520032","1.8182494071520032","1.8182494071520032"
"253","2.39827912689423","2.39827912689423","2.39827912689423"
"254","2.8355555539197246","2.8355555539197246","2.8355555539197246"
"255","1.867987692259614","1.867987692259614","1.867987692259614"
"256","2.4234317035309623","2.4234317035309623","2.4234317035309623"
"257","1.8943000021531615","1.8943000021531615","1.8943000021531615"
"258","2.7326423159539006","2.7326423159539006","2.7326423159539006"
"259","1.8978588631140936","1.8978588631140936","1.8978588631140936"
"260","2.4958656049666086","2.4958656049666086","2.4958656049666086"
"261","1.9328255057230928","1.9328255057230928","1.9328255057230928"
"262","2.08029470702088","2.08029470702088","2.08029470702088"
"263","2.9573343081222188","2.9573343081222188","2.9573343081222188"
"264","1.9516890965809448","1.9516890965809448","1.9516890965809448"
"265","2.5443333309475165","2.5443333309475165","2.5443333309475165"
"266","2.68062761664189","2.68062761664189","2.68062761664189"
"267","2.475826499226362","2.475826499226362","2.475826499226362"
"268","2.1532269578631205","2.1532269578631205","2.1532269578631205"
"269","2.3443879305827964","2.3443879305827964","2.3443879305827964"
"270","3.0431532684650024","3.0431532684650024","3.0431532684650024"
"271","2.5078060979264993","2.5078060979264993","2.5078060979264993"
"272","1.8212992822356064","1.8212992822356064","1.8212992822356064"
"273","2.1829896154917368","2.1829896154917368","2.1829896154917368"
"274","2.107243355217591","2.107243355217591","2.107243355217591"
"275","2.165711435956092","2.165711435956092","2.165711435956092"
"276","2.1424344093247987","2.1424344093247987","2.1424344093247987"
"277","2.1731910457683927","2.1731910457683927","2.1731910457683927"
"278","2.1780031490363827","2.1780031490363827","2.1780031490363827"
"279","2.0574544735549214","2.0574544735549214","2.0574544735549214"
"280","2.2188009585444743","2.2188009585444743","2.2188009585444743"
"281","2.6060995064388734","2.6060995064388734","2.6060995064388734"
"282","2.1634160782307315","2.1634160782307315","2.1634160782307315"
"283","2.1628271247041617","2.1628271247041617","2.1628271247041617"
"284","2.736154995935133","2.736154995935133","2.736154995935133"
"285","1.8367251478862237","1.8367251478862237","1.8367251478862237"
"286","2.426396488757243","2.426396488757243","2.426396488757243"
"287","2.0664743655785","2.0664743655785","2.0664743655785"
"288","2.3075439175251495","2.3075439175251495","2.3075439175251495"
"289","2.1476344710751287","2.1476344710751287","2.1476344710751287"
"290","2.1890632159470367","2.1890632159470367","2.1890632159470367"
"291","2.1338684420682834","2.1338684420682834","2.1338684420682834"
"292","1.8251127781856007","1.8251127781856007","1.8251127781856007"
"293","1.898332956219963","1.898332956219963","1.898332956219963"
"294","1.9981455851580776","1.9981455851580776","1.9981455851580776"
"295","2.110141165083225","2.110141165083225","2.110141165083225"
"296","2.264604011076227","2.264604011076227","2.264604011076227"
"297","2.437934737152508","2.437934737152508","2.437934737152508"
"298","2.0198042168460986","2.0198042168460986","2.0198042168460986"
"299","2.6113986962917113","2.6113986962917113","2.6113986962917113"
"300","2.0241131280191222","2.0241131280191222","2.0241131280191222"
"301","2.068100771538233","2.068100771538233","2.068100771538233"
"302","2.6753538907404306","2.6753538907404306","2.6753538907404306"
"303","2.077210585636452","2.077210585636452","2.077210585636452"
"304","2.1637398302508863","2.1637398302508863","2.1637398302508863"
"305","2.2163277684089104","2.2163277684089104","2.2163277684089104"
"306","1.8186623369552863","1.8186623369552863","1.8186623369552863"
"307","1.8980281036004376","1.8980281036004376","1.8980281036004376"
"308","2.461823985349765","2.461823985349765","2.461823985349765"
"309","1.952755307157913","1.952755307157913","1.952755307157913"
"310","2.3237013913569258","2.3237013913569258","2.3237013913569258"
"311","2.1281633437497676","2.1281633437497676","2.1281633437497676"
"312","2.336418422528748","2.336418422528748","2.336418422528748"
"313","2.8096839567985277","2.8096839567985277","2.8096839567985277"
"314","2.20501434964412","2.20501434964412","2.20501434964412"
"315","2.637906701014417","2.637906701014417","2.637906701014417"
"316","2.2902620346148503","2.2902620346148503","2.2902620346148503"
"317","3.0949933526882707","3.0949933526882707","3.0949933526882707"
"318","2.2959148762186867","2.2959148762186867","2.2959148762186867"
"319","2.285963356590545","2.285963356590545","2.285963356590545"
"320","2.40750975314194","2.40750975314194","2.40750975314194"
"321","2.0739214206519914","2.0739214206519914","2.0739214206519914"
"322","2.3514864079124393","2.3514864079124393","2.3514864079124393"
"323","2.8696478138859027","2.8696478138859027","2.8696478138859027"
"324","2.372320703988841","2.372320703988841","2.372320703988841"
"325","1.8158173510536144","1.8158173510536144","1.8158173510536144"
"326","2.0421613968515944","2.0421613968515944","2.0421613968515944"
"327","2.1404228784972723","2.1404228784972723","2.1404228784972723"
"328","2.017732154349995","2.017732154349995","2.017732154349995"
"329","2.6053853952691237","2.6053853952691237","2.6053853952691237"
"330","2.26411765368919","2.26411765368919","2.26411765368919"
"331","2.183992654578516","2.183992654578516","2.183992654578516"
"332","2.719103889378546","2.719103889378546","2.719103889378546"
"333","2.6322496768333092","2.6322496768333092","2.6322496768333092"
"334","1.9527901846622828","1.9527901846622828","1.9527901846622828"
"335","1.7537018285790935","1.7537018285790935","1.7537018285790935"
"336","2.353455118831628","2.353455118831628","2.353455118831628"
"337","2.3474421659522435","2.3474421659522435","2.3474421659522435"
"338","2.282992506533496","2.282992506533496","2.282992506533496"
"339","1.9783765195806164","1.9783765195806164","1.9783765195806164"
"340","2.0603885256663874","2.0603885256663874","2.0603885256663874"
"341","2.1545939418141775","2.1545939418141775","2.1545939418141775"
"342","2.064599334179511","2.064599334179511","2.064599334179511"
"343","2.9482830376006772","2.9482830376006772","2.9482830376006772"
"344","2.755703132274842","2.755703132274842","2.755703132274842"
"345","2.074445539144898","2.074445539144898","2.074445539144898"
"346","2.006360717393949","2.006360717393949","2.006360717393949"
"347","1.909701663500723","1.909701663500723","1.909701663500723"
"348","2.3598790252811437","2.3598790252811437","2.3598790252811437"
"349","2.529270504700888","2.529270504700888","2.529270504700888"
"350","2.609668634182641","2.609668634182641","2.609668634182641"
"351","1.8522688061129515","1.8522688061129515","1.8522688061129515"
"352","3.0835047995690865","3.0835047995690865","3.0835047995690865"
"353","2.1548689087018604","2.1548689087018604","2.1548689087018604"
"354","2.6484551217077787","2.6484551217077787","2.6484551217077787"
"355","2.9630316947615953","2.9630316947615953","2.9630316947615953"
"356","2.314233309909209","2.314233309909209","2.314233309909209"
"357","2.1935629779780115","2.1935629779780115","2.1935629779780115"
"358","2.5619245144871337","2.5619245144871337","2.5619245144871337"
"359","2.09284363876277","2.09284363876277","2.09284363876277"
"360","2.578775296256363","2.578775296256363","2.578775296256363"
"361","1.8589990995602397","1.8589990995602397","1.8589990995602397"
"362","2.3840310246972702","2.3840310246972702","2.3840310246972702"
"363","2.1081167969844747","2.1081167969844747","2.1081167969844747"
"364","2.5146001590746323","2.5146001590746323","2.5146001590746323"
"365","2.1153764398839345","2.1153764398839345","2.1153764398839345"
"366","2.449793893240707","2.449793893240707","2.449793893240707"
"367","2.0115359973039006","2.0115359973039006","2.0115359973039006"
"368","2.6015895984946624","2.6015895984946624","2.6015895984946624"
"369","2.2498134478345624","2.2498134478345624","2.2498134478345624"
"370","2.3845798559438616","2.3845798559438616","2.3845798559438616"
"371","1.6993817289174225","1.6993817289174225","1.6993817289174225"
"372","2.689715808982928","2.689715808982928","2.689715808982928"
"373","2.5143631628272245","2.5143631628272245","2.5143631628272245"
"374","3.4095586697273736","3.4095586697273736","3.4095586697273736"
"375","2.283236414247395","2.283236414247395","2.283236414247395"
"376","2.0783196503811077","2.0783196503811077","2.0783196503811077"
"377","2.2657939719707145","2.2657939719707145","2.2657939719707145"
"378","2.081290482175217","2.081290482175217","2.081290482175217"
"379","1.8802399803872865","1.8802399803872865","1.8802399803872865"
"380","1.8976405226793216","1.8976405226793216","1.8976405226793216"
"381","2.4146591240773208","2.4146591240773208","2.4146591240773208"
"382","2.7379730846942","2.7379730846942","2.7379730846942"
"383","1.956795515620911","1.956795515620911","1.956795515620911"
"384","2.875751130553389","2.875751130553389","2.875751130553389"
"385","2.895228609701761","2.895228609701761","2.895228609701761"
"386","2.192137223096615","2.192137223096615","2.192137223096615"
"387","2.953103749067319","2.953103749067319","2.953103749067319"
"388","1.987611933663649","1.987611933663649","1.987611933663649"
"389","1.7776930679077938","1.7776930679077938","1.7776930679077938"
"390","2.2910107488802036","2.2910107488802036","2.2910107488802036"
"391","2.028901283716739","2.028901283716739","2.028901283716739"
"392","1.920726591457512","1.920726591457512","1.920726591457512"
"393","2.4293244986397293","2.4293244986397293","2.4293244986397293"
"394","1.7931426133151196","1.7931426133151196","1.7931426133151196"
"395","2.51008011561009","2.51008011561009","2.51008011561009"
"396","2.309508177018564","2.309508177018564","2.309508177018564"
"397","2.622737169090702","2.622737169090702","2.622737169090702"
"398","1.9102535894703296","1.9102535894703296","1.9102535894703296"
"399","2.08052222767915","2.08052222767915","2.08052222767915"
"400","2.3940799112233866","2.3940799112233866","2.3940799112233866"
"401","2.80686905142187","2.80686905142187","2.80686905142187"
"402","2.376047756459167","2.376047756459167","2.376047756459167"
"403","1.9267479037757305","1.9267479037757305","1.9267479037757305"
"404","1.975089998391942","1.975089998391942","1.975089998391942"
"405","2.1539751508919975","2.1539751508919975","2.1539751508919975"
"406","2.2796679611951145","2.2796679611951145","2.2796679611951145"
"407","1.8871715847878752","1.8871715847878752","1.8871715847878752"
"408","1.967191691914384","1.967191691914384","1.967191691914384"
"409","2.275307832401332","2.275307832401332","2.275307832401332"
"410","1.9268950691936777","1.9268950691936777","1.9268950691936777"
"411","2.105406741993386","2.105406741993386","2.105406741993386"
"412","1.9159230090578303","1.9159230090578303","1.9159230090578303"
"413","2.4375604030505107","2.4375604030505107","2.4375604030505107"
"414","2.562981958102721","2.562981958102721","2.562981958102721"
"415","2.650496633763329","2.650496633763329","2.650496633763329"
"416","1.847025512511484","1.847025512511484","1.847025512511484"
"417","2.3329139755736064","2.3329139755736064","2.3329139755736064"
"418","2.306431158363374","2.306431158363374","2.306431158363374"
"419","2.0459408862739203","2.0459408862739203","2.0459408862739203"
"420","2.3728142418368634","2.3728142418368634","2.3728142418368634"
"421","2.460914847055328","2.460914847055328","2.460914847055328"
"422","2.9540913442583396","2.9540913442583396","2.9540913442583396"
"423","2.1210221215258027","2.1210221215258027","2.1210221215258027"
"424","2.02487495300457","2.02487495300457","2.02487495300457"
"425","2.3729005670194745","2.3729005670194745","2.3729005670194745"
"426","2.06157167293446","2.06157167293446","2.06157167293446"
"427","2.8981988544860107","2.8981988544860107","2.8981988544860107"
"428","1.968776075768473","1.968776075768473","1.968776075768473"
"429","2.2078657883075237","2.2078657883075237","2.2078657883075237"
"430","2.478664761901037","2.478664761901037","2.478664761901037"
"431","1.838689756415963","1.838689756415963","1.838689756415963"
"432","2.0081974949098393","2.0081974949098393","2.0081974949098393"
"433","2.2558178074222885","2.2558178074222885","2.2558178074222885"
"434","2.1343476835699344","2.1343476835699344","2.1343476835699344"
"435","2.7271853730057143","2.7271853730057143","2.7271853730057143"
"436","1.8106913679847905","1.8106913679847905","1.8106913679847905"
"437","2.8393121247450828","2.8393121247450828","2.8393121247450828"
"438","2.6639569792605213","2.6639569792605213","2.6639569792605213"
"439","2.400019762146401","2.400019762146401","2.400019762146401"
"440","2.0705631009241015","2.0705631009241015","2.0705631009241015"
"441","2.4609802089416157","2.4609802089416157","2.4609802089416157"
"442","2.580453052835618","2.580453052835618","2.580453052835618"
"443","2.456943054979468","2.456943054979468","2.456943054979468"
"444","2.6892297885559704","2.6892297885559704","2.6892297885559704"
"445","2.2432510957664404","2.2432510957664404","2.2432510957664404"
"446","2.4364107160759905","2.4364107160759905","2.4364107160759905"
"447","2.4732397221543625","2.4732397221543625","2.4732397221543625"
"448","2.2603789754516415","2.2603789754516415","2.2603789754516415"
"449","2.375908209041604","2.375908209041604","2.375908209041604"
"450","2.591328720501195","2.591328720501195","2.591328720501195"
"451","2.2156520293256925","2.2156520293256925","2.2156520293256925"
"452","2.349244961241058","2.349244961241058","2.349244961241058"
"453","2.1613356433961477","2.1613356433961477","2.1613356433961477"
"454","2.4280356093154474","2.4280356093154474","2.4280356093154474"
"455","2.1163373065905113","2.1163373065905113","2.1163373065905113"
"456","2.711911000411473","2.711911000411473","2.711911000411473"
"457","1.9031234030128483","1.9031234030128483","1.9031234030128483"
"458","1.8956012902656292","1.8956012902656292","1.8956012902656292"
"459","2.2011898077689325","2.2011898077689325","2.2011898077689325"
"460","2.2092651916449246","2.2092651916449246","2.2092651916449246"
"461","2.2034926747600254","2.2034926747600254","2.2034926747600254"
"462","1.8134067802353344","1.8134067802353344","1.8134067802353344"
"463","2.144245142701255","2.144245142701255","2.144245142701255"
"464","3.3883924581745215","3.3883924581745215","3.3883924581745215"
"465","3.5662709287386014","3.5662709287386014","3.5662709287386014"
