"Step","gnorms2 - train/gnorm","gnorms2 - train/gnorm__MIN","gnorms2 - train/gnorm__MAX"
"0","2.169535967905193","2.169535967905193","2.169535967905193"
"10","0.5190625609196873","0.5190625609196873","0.5190625609196873"
"20","0.8910603887601846","0.8910603887601846","0.8910603887601846"
"30","0.28846774275975756","0.28846774275975756","0.28846774275975756"
"40","0.4733332905314207","0.4733332905314207","0.4733332905314207"
"50","0.4332914735510085","0.4332914735510085","0.4332914735510085"
"60","0.5021432435592182","0.5021432435592182","0.5021432435592182"
"70","0.32383249708384015","0.32383249708384015","0.32383249708384015"
"80","0.3829143247256717","0.3829143247256717","0.3829143247256717"
"90","0.5155301189856578","0.5155301189856578","0.5155301189856578"
"100","0.3813270487014012","0.3813270487014012","0.3813270487014012"
"110","0.3059415236884957","0.3059415236884957","0.3059415236884957"
"120","0.826534652416672","0.826534652416672","0.826534652416672"
"130","0.5130338194194657","0.5130338194194657","0.5130338194194657"
"140","0.3245403897294353","0.3245403897294353","0.3245403897294353"
"150","0.6913138223693659","0.6913138223693659","0.6913138223693659"
"160","0.550111402965396","0.550111402965396","0.550111402965396"
"170","0.5296006602994162","0.5296006602994162","0.5296006602994162"
"180","0.4005214821659924","0.4005214821659924","0.4005214821659924"
"190","0.29244891730943695","0.29244891730943695","0.29244891730943695"
"200","0.28863784495693295","0.28863784495693295","0.28863784495693295"
"210","0.3119034577304777","0.3119034577304777","0.3119034577304777"
"220","0.46306959668692743","0.46306959668692743","0.46306959668692743"
"230","0.4170009401329507","0.4170009401329507","0.4170009401329507"
"240","0.710864193403647","0.710864193403647","0.710864193403647"
"250","0.6145997761604713","0.6145997761604713","0.6145997761604713"
"260","0.3619619601896524","0.3619619601896524","0.3619619601896524"
"270","0.3313942799199093","0.3313942799199093","0.3313942799199093"
"280","0.3754664305177069","0.3754664305177069","0.3754664305177069"
"290","0.3225201447314426","0.3225201447314426","0.3225201447314426"
"300","0.4018393623997043","0.4018393623997043","0.4018393623997043"
"310","0.32382166002016066","0.32382166002016066","0.32382166002016066"
"320","0.300802935364126","0.300802935364126","0.300802935364126"
"330","0.6647524898965013","0.6647524898965013","0.6647524898965013"
"340","0.5892992376298282","0.5892992376298282","0.5892992376298282"
"350","0.43966261801738976","0.43966261801738976","0.43966261801738976"
"360","0.39506131748290274","0.39506131748290274","0.39506131748290274"
"370","0.3482703296191114","0.3482703296191114","0.3482703296191114"
"380","0.30600030515384286","0.30600030515384286","0.30600030515384286"
"390","0.2952518811002104","0.2952518811002104","0.2952518811002104"
"400","0.5433812278288535","0.5433812278288535","0.5433812278288535"
"410","0.3214760237684405","0.3214760237684405","0.3214760237684405"
"420","0.4233437723209676","0.4233437723209676","0.4233437723209676"
"430","0.29158044498275765","0.29158044498275765","0.29158044498275765"
"440","0.7602960543733513","0.7602960543733513","0.7602960543733513"
"450","0.45235545972801067","0.45235545972801067","0.45235545972801067"
"460","0.27299171969307334","0.27299171969307334","0.27299171969307334"
"470","0.6129481983843473","0.6129481983843473","0.6129481983843473"
"480","0.31490273650759504","0.31490273650759504","0.31490273650759504"
"490","0.28751496316825526","0.28751496316825526","0.28751496316825526"
"500","0.3402200233704657","0.3402200233704657","0.3402200233704657"
"510","0.3904620554450634","0.3904620554450634","0.3904620554450634"
"520","0.3486663918971509","0.3486663918971509","0.3486663918971509"
"530","0.3587581088147662","0.3587581088147662","0.3587581088147662"
"540","0.4679277705236993","0.4679277705236993","0.4679277705236993"
"550","0.3749645574700069","0.3749645574700069","0.3749645574700069"
"560","0.7584796689885056","0.7584796689885056","0.7584796689885056"
"570","0.32140574671051303","0.32140574671051303","0.32140574671051303"
"580","0.30752753425535495","0.30752753425535495","0.30752753425535495"
"590","0.3669355329831738","0.3669355329831738","0.3669355329831738"
"600","0.4697307538818983","0.4697307538818983","0.4697307538818983"
"610","0.4442361844980864","0.4442361844980864","0.4442361844980864"
"620","0.4167736367766971","0.4167736367766971","0.4167736367766971"
"630","0.34266086145694136","0.34266086145694136","0.34266086145694136"
"640","0.7416063686262528","0.7416063686262528","0.7416063686262528"
"650","0.30289781311494973","0.30289781311494973","0.30289781311494973"
"660","0.4293654986506348","0.4293654986506348","0.4293654986506348"
"670","0.34674490353362064","0.34674490353362064","0.34674490353362064"
"680","0.33423765642114395","0.33423765642114395","0.33423765642114395"
"690","0.3629244645062015","0.3629244645062015","0.3629244645062015"
"700","0.2906148669188269","0.2906148669188269","0.2906148669188269"
"710","0.36274371458658505","0.36274371458658505","0.36274371458658505"
"720","0.3665636143644525","0.3665636143644525","0.3665636143644525"
"730","0.28776199247751083","0.28776199247751083","0.28776199247751083"
"740","0.29802024406320216","0.29802024406320216","0.29802024406320216"
"750","0.6734038714513118","0.6734038714513118","0.6734038714513118"
"760","0.2962821087137844","0.2962821087137844","0.2962821087137844"
"770","0.3484575148369591","0.3484575148369591","0.3484575148369591"
"780","0.2455127824258983","0.2455127824258983","0.2455127824258983"
"790","0.37511271636990695","0.37511271636990695","0.37511271636990695"
"800","0.5105971966098571","0.5105971966098571","0.5105971966098571"
"810","0.5773835536391762","0.5773835536391762","0.5773835536391762"
"820","0.26874186661750266","0.26874186661750266","0.26874186661750266"
"830","0.3062728351458986","0.3062728351458986","0.3062728351458986"
"840","0.3270563955430496","0.3270563955430496","0.3270563955430496"
"850","0.35608321096242845","0.35608321096242845","0.35608321096242845"
"860","0.37736203042053246","0.37736203042053246","0.37736203042053246"
"870","0.4318375038943936","0.4318375038943936","0.4318375038943936"
"880","0.5050402610761823","0.5050402610761823","0.5050402610761823"
"890","0.3091029217573513","0.3091029217573513","0.3091029217573513"
"900","0.3669335015406843","0.3669335015406843","0.3669335015406843"
"910","0.6004233508453505","0.6004233508453505","0.6004233508453505"
"920","0.4098070193500598","0.4098070193500598","0.4098070193500598"
"930","0.4658137093970111","0.4658137093970111","0.4658137093970111"
"940","0.4040431065264271","0.4040431065264271","0.4040431065264271"
"950","0.7913996638850422","0.7913996638850422","0.7913996638850422"
"960","0.3421678430170731","0.3421678430170731","0.3421678430170731"
"970","0.2946871890655126","0.2946871890655126","0.2946871890655126"
"980","0.26941410204646477","0.26941410204646477","0.26941410204646477"
"990","0.4317017033976031","0.4317017033976031","0.4317017033976031"
"1000","0.25658265592134516","0.25658265592134516","0.25658265592134516"
"1010","0.38768068131921335","0.38768068131921335","0.38768068131921335"
"1020","0.3007545310147486","0.3007545310147486","0.3007545310147486"
"1030","0.7322069644772274","0.7322069644772274","0.7322069644772274"
"1040","0.4144573911587712","0.4144573911587712","0.4144573911587712"
"1050","0.4414003983958175","0.4414003983958175","0.4414003983958175"
"1060","0.3087833820313827","0.3087833820313827","0.3087833820313827"
"1070","0.3944317456517742","0.3944317456517742","0.3944317456517742"
"1080","0.5586189316019454","0.5586189316019454","0.5586189316019454"
"1090","0.28464248747650794","0.28464248747650794","0.28464248747650794"
"1100","0.689674279971039","0.689674279971039","0.689674279971039"
"1110","0.27985847225185834","0.27985847225185834","0.27985847225185834"
"1120","0.33892585304811185","0.33892585304811185","0.33892585304811185"
"1130","0.33277611547977826","0.33277611547977826","0.33277611547977826"
"1140","0.27738433284978353","0.27738433284978353","0.27738433284978353"
"1150","0.4627654081928223","0.4627654081928223","0.4627654081928223"
"1160","0.5357414398553861","0.5357414398553861","0.5357414398553861"
"1170","0.5764930310935651","0.5764930310935651","0.5764930310935651"
"1180","0.43575982660757734","0.43575982660757734","0.43575982660757734"
"1190","0.2957820976099555","0.2957820976099555","0.2957820976099555"
"1200","0.3739902636361168","0.3739902636361168","0.3739902636361168"
"1210","0.288372749921491","0.288372749921491","0.288372749921491"
"1220","0.5505488408708896","0.5505488408708896","0.5505488408708896"
"1230","0.29267086776473383","0.29267086776473383","0.29267086776473383"
"1240","0.3760243217291965","0.3760243217291965","0.3760243217291965"
"1250","0.345211846786317","0.345211846786317","0.345211846786317"
"1260","0.319652736736309","0.319652736736309","0.319652736736309"
"1270","0.3917827254195891","0.3917827254195891","0.3917827254195891"
"1280","0.2885061342464061","0.2885061342464061","0.2885061342464061"
"1290","0.26834856653744327","0.26834856653744327","0.26834856653744327"
"1300","0.5374406788238015","0.5374406788238015","0.5374406788238015"
"1310","0.334735948526911","0.334735948526911","0.334735948526911"
"1320","0.4369333305109939","0.4369333305109939","0.4369333305109939"
"1330","0.29254178079037546","0.29254178079037546","0.29254178079037546"
"1340","0.3016464763471305","0.3016464763471305","0.3016464763471305"
"1350","0.3442729558043756","0.3442729558043756","0.3442729558043756"
"1360","0.36672982423504785","0.36672982423504785","0.36672982423504785"
"1370","0.29724805528124115","0.29724805528124115","0.29724805528124115"
"1380","0.544158398239927","0.544158398239927","0.544158398239927"
"1390","0.5216605605041872","0.5216605605041872","0.5216605605041872"
"1400","0.5967263080136498","0.5967263080136498","0.5967263080136498"
"1410","0.48131766603183274","0.48131766603183274","0.48131766603183274"
"1420","0.4224983546292753","0.4224983546292753","0.4224983546292753"
"1430","0.39206752976872833","0.39206752976872833","0.39206752976872833"
"1440","0.29870333939346244","0.29870333939346244","0.29870333939346244"
"1450","0.3513727877348487","0.3513727877348487","0.3513727877348487"
"1460","0.4358855890101596","0.4358855890101596","0.4358855890101596"
"1470","0.3800006228743537","0.3800006228743537","0.3800006228743537"
"1480","0.29056100595598544","0.29056100595598544","0.29056100595598544"
