"Step","gnorms2 - train/gnorm","gnorms2 - train/gnorm__MIN","gnorms2 - train/gnorm__MAX"
"1490","0.4262181478601084","0.4262181478601084","0.4262181478601084"
"1500","0.2698379140147057","0.2698379140147057","0.2698379140147057"
"1510","0.5928120072777233","0.5928120072777233","0.5928120072777233"
"1520","0.46370913688296667","0.46370913688296667","0.46370913688296667"
"1530","0.27649750271294454","0.27649750271294454","0.27649750271294454"
"1540","0.5294720755337691","0.5294720755337691","0.5294720755337691"
"1550","0.40102765896544834","0.40102765896544834","0.40102765896544834"
"1560","0.29122032792058883","0.29122032792058883","0.29122032792058883"
"1570","0.5786624766559723","0.5786624766559723","0.5786624766559723"
"1580","0.5754354627603552","0.5754354627603552","0.5754354627603552"
"1590","0.36881375301524866","0.36881375301524866","0.36881375301524866"
"1600","0.4263394709176452","0.4263394709176452","0.4263394709176452"
"1610","0.27814250760702536","0.27814250760702536","0.27814250760702536"
"1620","0.32618935580140895","0.32618935580140895","0.32618935580140895"
"1630","0.3877880116203524","0.3877880116203524","0.3877880116203524"
"1640","0.4217372535996429","0.4217372535996429","0.4217372535996429"
"1650","0.41461492272063466","0.41461492272063466","0.41461492272063466"
"1660","0.33020679135359693","0.33020679135359693","0.33020679135359693"
"1670","0.271547814326484","0.271547814326484","0.271547814326484"
"1680","0.2694152383112912","0.2694152383112912","0.2694152383112912"
"1690","0.287330993473816","0.287330993473816","0.287330993473816"
"1700","0.31328785601453885","0.31328785601453885","0.31328785601453885"
"1710","0.23298194771384856","0.23298194771384856","0.23298194771384856"
"1720","0.3172754362298591","0.3172754362298591","0.3172754362298591"
"1730","0.5179255446954235","0.5179255446954235","0.5179255446954235"
"1740","0.34308523990824447","0.34308523990824447","0.34308523990824447"
"1750","0.4385703944611515","0.4385703944611515","0.4385703944611515"
"1760","0.8332507179319072","0.8332507179319072","0.8332507179319072"
"1770","0.2642751352265981","0.2642751352265981","0.2642751352265981"
"1780","0.35805837370165783","0.35805837370165783","0.35805837370165783"
"1790","0.3673674547284644","0.3673674547284644","0.3673674547284644"
"1800","0.3853605804978623","0.3853605804978623","0.3853605804978623"
"1810","0.39906793236021065","0.39906793236021065","0.39906793236021065"
"1820","0.39790799164634194","0.39790799164634194","0.39790799164634194"
"1830","0.38468317113571","0.38468317113571","0.38468317113571"
"1840","0.281342646070226","0.281342646070226","0.281342646070226"
"1850","0.3038116158736444","0.3038116158736444","0.3038116158736444"
"1860","0.25344431600306483","0.25344431600306483","0.25344431600306483"
"1870","0.36055250852374665","0.36055250852374665","0.36055250852374665"
"1880","0.4127153830487055","0.4127153830487055","0.4127153830487055"
"1890","0.26912751572048266","0.26912751572048266","0.26912751572048266"
"1900","0.6692160213597462","0.6692160213597462","0.6692160213597462"
"1910","0.4015852916426208","0.4015852916426208","0.4015852916426208"
"1920","0.34193828557855","0.34193828557855","0.34193828557855"
"1930","0.33894081972057966","0.33894081972057966","0.33894081972057966"
"1940","0.7109965653770786","0.7109965653770786","0.7109965653770786"
"1950","0.28546635118298325","0.28546635118298325","0.28546635118298325"
"1960","0.6387340930450071","0.6387340930450071","0.6387340930450071"
"1970","0.3690898807983207","0.3690898807983207","0.3690898807983207"
"1980","0.43572615247509594","0.43572615247509594","0.43572615247509594"
"1990","0.47334045167154193","0.47334045167154193","0.47334045167154193"
"2000","0.2850085769814796","0.2850085769814796","0.2850085769814796"
"2010","0.5615289258289822","0.5615289258289822","0.5615289258289822"
"2020","0.23951443043967563","0.23951443043967563","0.23951443043967563"
"2030","0.6806635045631788","0.6806635045631788","0.6806635045631788"
"2040","0.29502294722965366","0.29502294722965366","0.29502294722965366"
"2050","0.3478085609173434","0.3478085609173434","0.3478085609173434"
"2060","0.5355185595668991","0.5355185595668991","0.5355185595668991"
"2070","0.5625626404632729","0.5625626404632729","0.5625626404632729"
"2080","0.3452893309634208","0.3452893309634208","0.3452893309634208"
"2090","0.2728785520701095","0.2728785520701095","0.2728785520701095"
"2100","0.2719393036005589","0.2719393036005589","0.2719393036005589"
"2110","0.4234968226499572","0.4234968226499572","0.4234968226499572"
"2120","0.2582301994053462","0.2582301994053462","0.2582301994053462"
"2130","0.4958235278879309","0.4958235278879309","0.4958235278879309"
"2140","0.4447161652859889","0.4447161652859889","0.4447161652859889"
"2150","0.29972846584877444","0.29972846584877444","0.29972846584877444"
"2160","0.2993188884271096","0.2993188884271096","0.2993188884271096"
"2170","0.31909173021784903","0.31909173021784903","0.31909173021784903"
"2180","0.27941345507406873","0.27941345507406873","0.27941345507406873"
"2190","0.29004969182325224","0.29004969182325224","0.29004969182325224"
"2200","0.2863199657371129","0.2863199657371129","0.2863199657371129"
"2210","0.433026011374127","0.433026011374127","0.433026011374127"
"2220","0.5945378175734334","0.5945378175734334","0.5945378175734334"
"2230","0.3548811128880197","0.3548811128880197","0.3548811128880197"
"2240","0.3207098364857929","0.3207098364857929","0.3207098364857929"
"2250","0.33692226888007704","0.33692226888007704","0.33692226888007704"
"2260","0.29333432217679173","0.29333432217679173","0.29333432217679173"
"2270","0.6153304488795449","0.6153304488795449","0.6153304488795449"
"2280","0.41699969361243855","0.41699969361243855","0.41699969361243855"
"2290","0.3001090208579484","0.3001090208579484","0.3001090208579484"
"2300","0.2666948027599878","0.2666948027599878","0.2666948027599878"
"2310","0.34662438500376697","0.34662438500376697","0.34662438500376697"
"2320","0.2358903867680344","0.2358903867680344","0.2358903867680344"
"2330","0.35817033561686606","0.35817033561686606","0.35817033561686606"
"2340","0.5210560159357103","0.5210560159357103","0.5210560159357103"
"2350","0.26866706223579745","0.26866706223579745","0.26866706223579745"
"2360","0.2724745872086635","0.2724745872086635","0.2724745872086635"
"2370","0.3192834873309342","0.3192834873309342","0.3192834873309342"
"2380","0.4429087590597604","0.4429087590597604","0.4429087590597604"
"2390","0.3741333512915707","0.3741333512915707","0.3741333512915707"
"2400","0.495572756664325","0.495572756664325","0.495572756664325"
"2410","0.23899048625059888","0.23899048625059888","0.23899048625059888"
"2420","0.35329290365938815","0.35329290365938815","0.35329290365938815"
"2430","0.4668155668307407","0.4668155668307407","0.4668155668307407"
"2440","0.2780862749385028","0.2780862749385028","0.2780862749385028"
"2450","0.34006012860899004","0.34006012860899004","0.34006012860899004"
"2460","0.30186316457085066","0.30186316457085066","0.30186316457085066"
"2470","0.2843294780710306","0.2843294780710306","0.2843294780710306"
"2480","0.6109147277769204","0.6109147277769204","0.6109147277769204"
"2490","0.44941076321959295","0.44941076321959295","0.44941076321959295"
"2500","0.2987006823183584","0.2987006823183584","0.2987006823183584"
"2510","0.2681991650386766","0.2681991650386766","0.2681991650386766"
"2520","0.4318547005485081","0.4318547005485081","0.4318547005485081"
"2530","0.44438558340378514","0.44438558340378514","0.44438558340378514"
"2540","0.3215359087532072","0.3215359087532072","0.3215359087532072"
"2550","0.280589443960677","0.280589443960677","0.280589443960677"
"2560","0.549897249227793","0.549897249227793","0.549897249227793"
"2570","0.4202019999217043","0.4202019999217043","0.4202019999217043"
"2580","0.3701626076141055","0.3701626076141055","0.3701626076141055"
"2590","0.7112314999692406","0.7112314999692406","0.7112314999692406"
"2600","0.3265085991797268","0.3265085991797268","0.3265085991797268"
"2610","0.2476857254979151","0.2476857254979151","0.2476857254979151"
"2620","0.3788216569494248","0.3788216569494248","0.3788216569494248"
"2630","0.28258627333440045","0.28258627333440045","0.28258627333440045"
"2640","0.26198596983074257","0.26198596983074257","0.26198596983074257"
"2650","0.5992950237635692","0.5992950237635692","0.5992950237635692"
"2660","0.311244503466426","0.311244503466426","0.311244503466426"
"2670","0.30810851686289076","0.30810851686289076","0.30810851686289076"
"2680","0.5758744637221349","0.5758744637221349","0.5758744637221349"
"2690","0.3276399427709969","0.3276399427709969","0.3276399427709969"
"2700","0.4166602867248509","0.4166602867248509","0.4166602867248509"
"2710","0.6321327368767967","0.6321327368767967","0.6321327368767967"
"2720","0.3263480657178566","0.3263480657178566","0.3263480657178566"
"2730","0.30967306285003","0.30967306285003","0.30967306285003"
"2740","0.30962803039526615","0.30962803039526615","0.30962803039526615"
"2750","0.4862595869935938","0.4862595869935938","0.4862595869935938"
"2760","0.3443022806634866","0.3443022806634866","0.3443022806634866"
"2770","0.2712445345721282","0.2712445345721282","0.2712445345721282"
"2780","0.4296050490713426","0.4296050490713426","0.4296050490713426"
"2790","0.3581098130162883","0.3581098130162883","0.3581098130162883"
"2800","0.5419082438865442","0.5419082438865442","0.5419082438865442"
"2810","0.30680426382906806","0.30680426382906806","0.30680426382906806"
"2820","0.2444298100016022","0.2444298100016022","0.2444298100016022"
"2830","0.2691063752659523","0.2691063752659523","0.2691063752659523"
"2840","0.4093493425754877","0.4093493425754877","0.4093493425754877"
"2850","0.2781036911526983","0.2781036911526983","0.2781036911526983"
"2860","0.3053627106092791","0.3053627106092791","0.3053627106092791"
"2870","0.32845037190942084","0.32845037190942084","0.32845037190942084"
"2880","0.3367780490285251","0.3367780490285251","0.3367780490285251"
"2890","0.4113618194289542","0.4113618194289542","0.4113618194289542"
"2900","0.6137852813325367","0.6137852813325367","0.6137852813325367"
"2910","0.4884343334671915","0.4884343334671915","0.4884343334671915"
"2920","0.29312083151858037","0.29312083151858037","0.29312083151858037"
"2930","0.31668123195894493","0.31668123195894493","0.31668123195894493"
"2940","0.5000890358899441","0.5000890358899441","0.5000890358899441"
"2950","0.3689577114987786","0.3689577114987786","0.3689577114987786"
"2960","0.31005172930969493","0.31005172930969493","0.31005172930969493"
"2970","0.31745461656789703","0.31745461656789703","0.31745461656789703"
"2980","0.26836986546991115","0.26836986546991115","0.26836986546991115"
"2990","0.6438729730812709","0.6438729730812709","0.6438729730812709"
"3000","0.5484307921724332","0.5484307921724332","0.5484307921724332"
"3010","0.5454573877488751","0.5454573877488751","0.5454573877488751"
"3020","0.9044544895348912","0.9044544895348912","0.9044544895348912"
"3030","0.34307693934433064","0.34307693934433064","0.34307693934433064"
"3040","0.43065082013914946","0.43065082013914946","0.43065082013914946"
"3050","0.260714225705501","0.260714225705501","0.260714225705501"
"3060","0.4090328707782387","0.4090328707782387","0.4090328707782387"
"3070","0.35587149019119124","0.35587149019119124","0.35587149019119124"
"3080","0.3214650965061367","0.3214650965061367","0.3214650965061367"
"3090","0.27458441045965637","0.27458441045965637","0.27458441045965637"
"3100","0.2674779248979145","0.2674779248979145","0.2674779248979145"
"3110","0.49555976551625713","0.49555976551625713","0.49555976551625713"
"3120","0.4104226114630746","0.4104226114630746","0.4104226114630746"
"3130","0.2827157296770613","0.2827157296770613","0.2827157296770613"
"3140","0.2923241894951453","0.2923241894951453","0.2923241894951453"
"3150","0.37591439219766154","0.37591439219766154","0.37591439219766154"
"3160","0.4124161728025049","0.4124161728025049","0.4124161728025049"
"3170","0.40061052474188225","0.40061052474188225","0.40061052474188225"
"3180","0.4396349571405459","0.4396349571405459","0.4396349571405459"
"3190","0.45133120097298446","0.45133120097298446","0.45133120097298446"
"3200","0.32286561804196784","0.32286561804196784","0.32286561804196784"
"3210","0.30015571458844753","0.30015571458844753","0.30015571458844753"
"3220","0.33086050359215485","0.33086050359215485","0.33086050359215485"
"3230","0.45868728997818703","0.45868728997818703","0.45868728997818703"
"3240","0.3143190764905777","0.3143190764905777","0.3143190764905777"
"3250","0.5649797246018912","0.5649797246018912","0.5649797246018912"
"3260","0.5205506690152171","0.5205506690152171","0.5205506690152171"
"3270","0.395865900880531","0.395865900880531","0.395865900880531"
"3280","0.3591696828160228","0.3591696828160228","0.3591696828160228"
"3290","0.33574527495359485","0.33574527495359485","0.33574527495359485"
"3300","0.3491890680863712","0.3491890680863712","0.3491890680863712"
"3310","0.5212976703485491","0.5212976703485491","0.5212976703485491"
"3320","0.3133841271632357","0.3133841271632357","0.3133841271632357"
"3330","0.27963355589137434","0.27963355589137434","0.27963355589137434"
"3340","0.4150326761897191","0.4150326761897191","0.4150326761897191"
"3350","0.3271383126400476","0.3271383126400476","0.3271383126400476"
"3360","0.4386674154898327","0.4386674154898327","0.4386674154898327"
"3370","0.4081315252876951","0.4081315252876951","0.4081315252876951"
"3380","0.6253791874084027","0.6253791874084027","0.6253791874084027"
"3390","0.30045949729347804","0.30045949729347804","0.30045949729347804"
"3400","0.3317922897947982","0.3317922897947982","0.3317922897947982"
"3410","0.35805153839811105","0.35805153839811105","0.35805153839811105"
"3420","0.3539196729405956","0.3539196729405956","0.3539196729405956"
"3430","0.5748186680522157","0.5748186680522157","0.5748186680522157"
"3440","0.2785822953501078","0.2785822953501078","0.2785822953501078"
"3450","0.6067881018457131","0.6067881018457131","0.6067881018457131"
"3460","0.4530632425723698","0.4530632425723698","0.4530632425723698"
"3470","0.4037207967807128","0.4037207967807128","0.4037207967807128"
"3480","0.26287406542357183","0.26287406542357183","0.26287406542357183"
"3490","0.35854627549029827","0.35854627549029827","0.35854627549029827"
"3500","0.7751170830811716","0.7751170830811716","0.7751170830811716"
"3510","0.5051757842181531","0.5051757842181531","0.5051757842181531"
"3520","0.4514568420749918","0.4514568420749918","0.4514568420749918"
"3530","0.32818108079287994","0.32818108079287994","0.32818108079287994"
"3540","0.35097328906460884","0.35097328906460884","0.35097328906460884"
"3550","0.2941915153169289","0.2941915153169289","0.2941915153169289"
"3560","0.29667127986330927","0.29667127986330927","0.29667127986330927"
"3570","0.3500775163461036","0.3500775163461036","0.3500775163461036"
"3580","0.3902694317516221","0.3902694317516221","0.3902694317516221"
"3590","0.5248514111338178","0.5248514111338178","0.5248514111338178"
"3600","0.41271076515370286","0.41271076515370286","0.41271076515370286"
"3610","0.3006409009184648","0.3006409009184648","0.3006409009184648"
"3620","0.3583756554556989","0.3583756554556989","0.3583756554556989"
"3630","0.7116190206904239","0.7116190206904239","0.7116190206904239"
"3640","0.4126349269610682","0.4126349269610682","0.4126349269610682"
"3650","0.7952950105596436","0.7952950105596436","0.7952950105596436"
"3660","0.30417952348284655","0.30417952348284655","0.30417952348284655"
"3670","0.3452207058937904","0.3452207058937904","0.3452207058937904"
"3680","0.28777073000247083","0.28777073000247083","0.28777073000247083"
"3690","0.5084424054299346","0.5084424054299346","0.5084424054299346"
"3700","0.3566752409573574","0.3566752409573574","0.3566752409573574"
"3710","0.31309570353412064","0.31309570353412064","0.31309570353412064"
"3720","0.3814519110569885","0.3814519110569885","0.3814519110569885"
"3730","0.34180538567672936","0.34180538567672936","0.34180538567672936"
"3740","0.4119242735397245","0.4119242735397245","0.4119242735397245"
"3750","0.41515633298257537","0.41515633298257537","0.41515633298257537"
"3760","0.3415657835184356","0.3415657835184356","0.3415657835184356"
"3770","0.34097087894972683","0.34097087894972683","0.34097087894972683"
"3780","0.5745048408720793","0.5745048408720793","0.5745048408720793"
"3790","0.30164721962186614","0.30164721962186614","0.30164721962186614"
"3800","0.6066311001176832","0.6066311001176832","0.6066311001176832"
"3810","0.4788603437646505","0.4788603437646505","0.4788603437646505"
"3820","0.3626932548698303","0.3626932548698303","0.3626932548698303"
"3830","0.41769869354423367","0.41769869354423367","0.41769869354423367"
"3840","0.2775147866921557","0.2775147866921557","0.2775147866921557"
"3850","0.5026156211664594","0.5026156211664594","0.5026156211664594"
"3860","0.35576143938748606","0.35576143938748606","0.35576143938748606"
"3870","0.3601993364848748","0.3601993364848748","0.3601993364848748"
"3880","0.31349264835663676","0.31349264835663676","0.31349264835663676"
"3890","0.3057804627600515","0.3057804627600515","0.3057804627600515"
"3900","0.2796538341773301","0.2796538341773301","0.2796538341773301"
"3910","0.3752729569881048","0.3752729569881048","0.3752729569881048"
"3920","0.2971265531719022","0.2971265531719022","0.2971265531719022"
"3930","0.5971741164410345","0.5971741164410345","0.5971741164410345"
"3940","0.3665144196360709","0.3665144196360709","0.3665144196360709"
"3950","0.4329860857864442","0.4329860857864442","0.4329860857864442"
"3960","0.295983451623754","0.295983451623754","0.295983451623754"
"3970","0.33632919183434046","0.33632919183434046","0.33632919183434046"
"3980","0.31663076473682755","0.31663076473682755","0.31663076473682755"
"3990","0.7708871989258701","0.7708871989258701","0.7708871989258701"
"4000","0.37350440930976864","0.37350440930976864","0.37350440930976864"
"4010","0.3936563036553994","0.3936563036553994","0.3936563036553994"
"4020","0.27878741788690586","0.27878741788690586","0.27878741788690586"
"4030","0.4266285851907559","0.4266285851907559","0.4266285851907559"
"4040","0.33629364615138924","0.33629364615138924","0.33629364615138924"
"4050","0.44577057008116416","0.44577057008116416","0.44577057008116416"
"4060","0.473585807693768","0.473585807693768","0.473585807693768"
"4070","0.3309332816282027","0.3309332816282027","0.3309332816282027"
"4080","0.2744309973060457","0.2744309973060457","0.2744309973060457"
"4090","0.2764307845725837","0.2764307845725837","0.2764307845725837"
"4100","0.4316096276735768","0.4316096276735768","0.4316096276735768"
"4110","0.3563969975514547","0.3563969975514547","0.3563969975514547"
"4120","0.30592752190526884","0.30592752190526884","0.30592752190526884"
"4130","0.3863102313799167","0.3863102313799167","0.3863102313799167"
"4140","0.3359557239864268","0.3359557239864268","0.3359557239864268"
"4150","0.40344599142037274","0.40344599142037274","0.40344599142037274"
"4160","0.4035371167093661","0.4035371167093661","0.4035371167093661"
"4170","0.429736352197247","0.429736352197247","0.429736352197247"
"4180","0.2926378092974304","0.2926378092974304","0.2926378092974304"
"4190","0.3186880423641147","0.3186880423641147","0.3186880423641147"
"4200","0.35957061605385787","0.35957061605385787","0.35957061605385787"
"4210","0.2768673222889545","0.2768673222889545","0.2768673222889545"
"4220","0.43420875686031224","0.43420875686031224","0.43420875686031224"
"4230","0.3720941529566764","0.3720941529566764","0.3720941529566764"
"4240","0.2849766226339376","0.2849766226339376","0.2849766226339376"
"4250","0.27993812523434625","0.27993812523434625","0.27993812523434625"
"4260","0.3220333537182685","0.3220333537182685","0.3220333537182685"
"4270","0.3237573021267236","0.3237573021267236","0.3237573021267236"
"4280","0.6683992466542764","0.6683992466542764","0.6683992466542764"
"4290","0.3931096691873537","0.3931096691873537","0.3931096691873537"
"4300","0.45119280463326433","0.45119280463326433","0.45119280463326433"
"4310","0.3232265843569938","0.3232265843569938","0.3232265843569938"
"4320","0.4973594384899483","0.4973594384899483","0.4973594384899483"
"4330","0.36187393978869103","0.36187393978869103","0.36187393978869103"
"4340","0.4293020265924683","0.4293020265924683","0.4293020265924683"
"4350","0.4276865687885894","0.4276865687885894","0.4276865687885894"
"4360","0.31274542162838653","0.31274542162838653","0.31274542162838653"
"4370","0.27687964133115756","0.27687964133115756","0.27687964133115756"
"4380","0.5460947141247298","0.5460947141247298","0.5460947141247298"
