"Step","coco_gnorm - gnorm","coco_gnorm - gnorm__MIN","coco_gnorm - gnorm__MAX"
"71","2.0539480252713505","2.0539480252713505","2.0539480252713505"
"72","1.597985626964552","1.597985626964552","1.597985626964552"
"73","2.173733197976234","2.173733197976234","2.173733197976234"
"74","2.3239904071327047","2.3239904071327047","2.3239904071327047"
"75","2.2182765006158554","2.2182765006158554","2.2182765006158554"
"76","2.673524527363448","2.673524527363448","2.673524527363448"
"77","2.222956782902026","2.222956782902026","2.222956782902026"
"78","1.649560554517849","1.649560554517849","1.649560554517849"
"79","2.25231524533174","2.25231524533174","2.25231524533174"
"80","2.1101387674780243","2.1101387674780243","2.1101387674780243"
"81","2.000192794827927","2.000192794827927","2.000192794827927"
"82","1.814252113435844","1.814252113435844","1.814252113435844"
"83","2.187876291467308","2.187876291467308","2.187876291467308"
"84","2.6771514188739305","2.6771514188739305","2.6771514188739305"
"85","1.8480325002695912","1.8480325002695912","1.8480325002695912"
"86","1.9248850529394663","1.9248850529394663","1.9248850529394663"
"87","2.5354045982151607","2.5354045982151607","2.5354045982151607"
"88","3.193436263216823","3.193436263216823","3.193436263216823"
"89","1.505565485438687","1.505565485438687","1.505565485438687"
"90","1.4491858809441187","1.4491858809441187","1.4491858809441187"
"91","1.998227813422093","1.998227813422093","1.998227813422093"
"92","2.1046980367783026","2.1046980367783026","2.1046980367783026"
"93","2.1860459823488654","2.1860459823488654","2.1860459823488654"
"94","1.9258022131218424","1.9258022131218424","1.9258022131218424"
"95","1.8754790548560576","1.8754790548560576","1.8754790548560576"
"96","1.9559684228051784","1.9559684228051784","1.9559684228051784"
"97","1.7034700657333843","1.7034700657333843","1.7034700657333843"
"98","2.3378205272200896","2.3378205272200896","2.3378205272200896"
"99","1.831649087641231","1.831649087641231","1.831649087641231"
"100","1.5158460206936637","1.5158460206936637","1.5158460206936637"
"101","1.847978166901882","1.847978166901882","1.847978166901882"
"102","2.897190492375313","2.897190492375313","2.897190492375313"
"103","2.851573932460039","2.851573932460039","2.851573932460039"
"104","2.8923209748962067","2.8923209748962067","2.8923209748962067"
"105","1.8039884059984803","1.8039884059984803","1.8039884059984803"
"106","2.23714784966639","2.23714784966639","2.23714784966639"
"107","2.43118169247975","2.43118169247975","2.43118169247975"
"108","2.155002151541071","2.155002151541071","2.155002151541071"
"109","1.776711540227613","1.776711540227613","1.776711540227613"
"110","2.1206138455045953","2.1206138455045953","2.1206138455045953"
"111","2.1804267544120983","2.1804267544120983","2.1804267544120983"
"112","1.8837522367095407","1.8837522367095407","1.8837522367095407"
"113","2.168925747912337","2.168925747912337","2.168925747912337"
"114","2.5296527020130135","2.5296527020130135","2.5296527020130135"
"115","2.1913723505579115","2.1913723505579115","2.1913723505579115"
"116","2.0808968932988123","2.0808968932988123","2.0808968932988123"
"117","2.3826066323348085","2.3826066323348085","2.3826066323348085"
"118","2.025233292314569","2.025233292314569","2.025233292314569"
"119","2.0080290740146283","2.0080290740146283","2.0080290740146283"
"120","2.332307163176146","2.332307163176146","2.332307163176146"
"121","2.0506856291291613","2.0506856291291613","2.0506856291291613"
"122","2.0480760581704525","2.0480760581704525","2.0480760581704525"
"123","2.3030996983234844","2.3030996983234844","2.3030996983234844"
"124","2.201003893273402","2.201003893273402","2.201003893273402"
"125","2.074639402085345","2.074639402085345","2.074639402085345"
"126","2.1298675347350504","2.1298675347350504","2.1298675347350504"
"127","1.6551599518600355","1.6551599518600355","1.6551599518600355"
"128","2.3391223237758036","2.3391223237758036","2.3391223237758036"
"129","1.659380548545389","1.659380548545389","1.659380548545389"
"130","2.271084140708828","2.271084140708828","2.271084140708828"
"131","2.1981014186817465","2.1981014186817465","2.1981014186817465"
"132","1.4543340569507033","1.4543340569507033","1.4543340569507033"
"133","1.9119801542456636","1.9119801542456636","1.9119801542456636"
"134","2.7133886134958183","2.7133886134958183","2.7133886134958183"
"135","1.653904227468976","1.653904227468976","1.653904227468976"
"136","3.62150030998491","3.62150030998491","3.62150030998491"
"137","1.9847764014906293","1.9847764014906293","1.9847764014906293"
"138","1.466997747480789","1.466997747480789","1.466997747480789"
"139","1.8131105700566696","1.8131105700566696","1.8131105700566696"
"140","1.6934260628965407","1.6934260628965407","1.6934260628965407"
"141","1.3535350842529916","1.3535350842529916","1.3535350842529916"
"142","1.948294553999993","1.948294553999993","1.948294553999993"
"143","1.807951942549036","1.807951942549036","1.807951942549036"
"144","1.6871391936436075","1.6871391936436075","1.6871391936436075"
"145","1.9397384554575732","1.9397384554575732","1.9397384554575732"
"146","1.8378145022202672","1.8378145022202672","1.8378145022202672"
"147","2.033247267398309","2.033247267398309","2.033247267398309"
"148","2.6545555169708233","2.6545555169708233","2.6545555169708233"
"149","1.889169302002098","1.889169302002098","1.889169302002098"
"150","1.9751701136494917","1.9751701136494917","1.9751701136494917"
"151","1.4631906131417598","1.4631906131417598","1.4631906131417598"
"152","2.3538285843716733","2.3538285843716733","2.3538285843716733"
"153","1.93406005448298","1.93406005448298","1.93406005448298"
"154","1.9907170606831264","1.9907170606831264","1.9907170606831264"
"155","2.357193069454368","2.357193069454368","2.357193069454368"
"156","1.8188739719160785","1.8188739719160785","1.8188739719160785"
"157","1.6003745730155978","1.6003745730155978","1.6003745730155978"
"158","2.471218933896371","2.471218933896371","2.471218933896371"
"159","1.9670562898170032","1.9670562898170032","1.9670562898170032"
"160","2.151863816929314","2.151863816929314","2.151863816929314"
"161","2.1181433824703753","2.1181433824703753","2.1181433824703753"
"162","2.321333219835688","2.321333219835688","2.321333219835688"
"163","2.046491387387142","2.046491387387142","2.046491387387142"
"164","1.8807202828023255","1.8807202828023255","1.8807202828023255"
"165","1.9150069555148388","1.9150069555148388","1.9150069555148388"
"166","1.9183793701853895","1.9183793701853895","1.9183793701853895"
"167","2.0571864174587673","2.0571864174587673","2.0571864174587673"
"168","1.9059192886122296","1.9059192886122296","1.9059192886122296"
"169","2.0210188846381483","2.0210188846381483","2.0210188846381483"
"170","1.433209856025211","1.433209856025211","1.433209856025211"
"171","1.9614519517709128","1.9614519517709128","1.9614519517709128"
"172","1.9225490246690475","1.9225490246690475","1.9225490246690475"
"173","1.5265888497901965","1.5265888497901965","1.5265888497901965"
"174","2.164923509427816","2.164923509427816","2.164923509427816"
"175","1.6678338896248797","1.6678338896248797","1.6678338896248797"
"176","1.6114633950374215","1.6114633950374215","1.6114633950374215"
"177","1.3206931395331372","1.3206931395331372","1.3206931395331372"
"178","2.4958856538131093","2.4958856538131093","2.4958856538131093"
"179","1.6029632377110212","1.6029632377110212","1.6029632377110212"
"180","1.4361714158815535","1.4361714158815535","1.4361714158815535"
"181","1.7773303739816804","1.7773303739816804","1.7773303739816804"
"182","2.0847211807165613","2.0847211807165613","2.0847211807165613"
"183","2.090375914789899","2.090375914789899","2.090375914789899"
"184","1.8136824864600172","1.8136824864600172","1.8136824864600172"
"185","1.4352866796200956","1.4352866796200956","1.4352866796200956"
"186","2.5498602579189114","2.5498602579189114","2.5498602579189114"
"187","2.070819561636739","2.070819561636739","2.070819561636739"
"188","1.9265985883771024","1.9265985883771024","1.9265985883771024"
"189","1.4619815564757437","1.4619815564757437","1.4619815564757437"
"190","2.6367500146845337","2.6367500146845337","2.6367500146845337"
"191","1.5339684183607607","1.5339684183607607","1.5339684183607607"
"192","2.364196998553372","2.364196998553372","2.364196998553372"
"193","2.145274434871346","2.145274434871346","2.145274434871346"
"194","2.0248580341858387","2.0248580341858387","2.0248580341858387"
"195","1.738878940420126","1.738878940420126","1.738878940420126"
"196","1.6220958876635192","1.6220958876635192","1.6220958876635192"
"197","1.576435421336878","1.576435421336878","1.576435421336878"
"198","2.7860654682209636","2.7860654682209636","2.7860654682209636"
"199","2.31954285462078","2.31954285462078","2.31954285462078"
"200","2.415345840632634","2.415345840632634","2.415345840632634"
"201","2.6751604732751555","2.6751604732751555","2.6751604732751555"
"202","1.4635299593829827","1.4635299593829827","1.4635299593829827"
"203","1.4155415167225174","1.4155415167225174","1.4155415167225174"
"204","2.5339438845863484","2.5339438845863484","2.5339438845863484"
"205","1.6733419643364604","1.6733419643364604","1.6733419643364604"
"206","1.7093452092986705","1.7093452092986705","1.7093452092986705"
"207","1.886729304754664","1.886729304754664","1.886729304754664"
"208","2.273453504624097","2.273453504624097","2.273453504624097"
"209","2.3359006646353886","2.3359006646353886","2.3359006646353886"
"210","1.9829564159782105","1.9829564159782105","1.9829564159782105"
"211","1.6633260167323354","1.6633260167323354","1.6633260167323354"
"212","1.9965034479436936","1.9965034479436936","1.9965034479436936"
"213","1.3918639575785876","1.3918639575785876","1.3918639575785876"
"214","1.92597392820131","1.92597392820131","1.92597392820131"
"215","1.8802298853203685","1.8802298853203685","1.8802298853203685"
"216","1.8233223245284615","1.8233223245284615","1.8233223245284615"
"217","2.5872065370000117","2.5872065370000117","2.5872065370000117"
"218","2.098084231008271","2.098084231008271","2.098084231008271"
"219","1.5886088228571795","1.5886088228571795","1.5886088228571795"
"220","2.2433862804670173","2.2433862804670173","2.2433862804670173"
"221","1.7167831738610813","1.7167831738610813","1.7167831738610813"
"222","1.527231542731685","1.527231542731685","1.527231542731685"
"223","1.7623891042509192","1.7623891042509192","1.7623891042509192"
"224","1.9751875785195168","1.9751875785195168","1.9751875785195168"
"225","1.6485671835061622","1.6485671835061622","1.6485671835061622"
"226","2.0708310422549365","2.0708310422549365","2.0708310422549365"
"227","1.8392161551974175","1.8392161551974175","1.8392161551974175"
"228","1.8379015987591976","1.8379015987591976","1.8379015987591976"
"229","1.6233584112913757","1.6233584112913757","1.6233584112913757"
"230","1.6950521554944784","1.6950521554944784","1.6950521554944784"
"231","1.7485936036072238","1.7485936036072238","1.7485936036072238"
"232","1.51366346552735","1.51366346552735","1.51366346552735"
"233","2.389353861011444","2.389353861011444","2.389353861011444"
"234","1.692599869763069","1.692599869763069","1.692599869763069"
"235","1.5380452849260375","1.5380452849260375","1.5380452849260375"
"236","1.4792024029881234","1.4792024029881234","1.4792024029881234"
"237","1.8578669579347684","1.8578669579347684","1.8578669579347684"
"238","1.495935831618704","1.495935831618704","1.495935831618704"
"239","1.5594384663742826","1.5594384663742826","1.5594384663742826"
"240","1.7161301706363186","1.7161301706363186","1.7161301706363186"
"241","1.9877802168752343","1.9877802168752343","1.9877802168752343"
"242","1.5280459721374406","1.5280459721374406","1.5280459721374406"
"243","2.7698033190674893","2.7698033190674893","2.7698033190674893"
"244","1.9790131647448048","1.9790131647448048","1.9790131647448048"
"245","2.051214410152451","2.051214410152451","2.051214410152451"
"246","1.647154768869712","1.647154768869712","1.647154768869712"
"247","2.7542229333793022","2.7542229333793022","2.7542229333793022"
"248","1.8465278480062344","1.8465278480062344","1.8465278480062344"
"249","2.0002326853697725","2.0002326853697725","2.0002326853697725"
"250","2.6549407795213713","2.6549407795213713","2.6549407795213713"
"251","1.935154207328649","1.935154207328649","1.935154207328649"
"252","1.4788159174708106","1.4788159174708106","1.4788159174708106"
"253","2.4067207565841624","2.4067207565841624","2.4067207565841624"
"254","1.5054641272689828","1.5054641272689828","1.5054641272689828"
"255","1.4598112784247632","1.4598112784247632","1.4598112784247632"
"256","2.859425654877245","2.859425654877245","2.859425654877245"
"257","2.04709530624708","2.04709530624708","2.04709530624708"
"258","1.8291706867157436","1.8291706867157436","1.8291706867157436"
"259","1.8405545411185875","1.8405545411185875","1.8405545411185875"
"260","1.4456578159147413","1.4456578159147413","1.4456578159147413"
"261","1.795368570980942","1.795368570980942","1.795368570980942"
"262","1.698088110168796","1.698088110168796","1.698088110168796"
"263","1.6797872895637804","1.6797872895637804","1.6797872895637804"
"264","1.4658560727069443","1.4658560727069443","1.4658560727069443"
"265","2.001423769106548","2.001423769106548","2.001423769106548"
"266","1.779804169111071","1.779804169111071","1.779804169111071"
"267","1.756147297566614","1.756147297566614","1.756147297566614"
"268","1.89019861887157","1.89019861887157","1.89019861887157"
"269","2.1375703220527447","2.1375703220527447","2.1375703220527447"
"270","1.4747339286457837","1.4747339286457837","1.4747339286457837"
"271","2.415200667255264","2.415200667255264","2.415200667255264"
"272","1.7793463822692237","1.7793463822692237","1.7793463822692237"
"273","1.96910644471616","1.96910644471616","1.96910644471616"
"274","1.930750307814877","1.930750307814877","1.930750307814877"
"275","1.5865147420541523","1.5865147420541523","1.5865147420541523"
"276","1.9162897675112969","1.9162897675112969","1.9162897675112969"
"277","1.4930166901763362","1.4930166901763362","1.4930166901763362"
"278","1.7082484770209814","1.7082484770209814","1.7082484770209814"
"279","1.3903170902467883","1.3903170902467883","1.3903170902467883"
"280","1.8023701329054795","1.8023701329054795","1.8023701329054795"
"281","1.5746760206872148","1.5746760206872148","1.5746760206872148"
"282","1.936927388082634","1.936927388082634","1.936927388082634"
"283","1.3784777725013837","1.3784777725013837","1.3784777725013837"
"284","1.8143650029195812","1.8143650029195812","1.8143650029195812"
"285","1.967932778509497","1.967932778509497","1.967932778509497"
"286","1.870156291838872","1.870156291838872","1.870156291838872"
"287","1.2107792113999367","1.2107792113999367","1.2107792113999367"
"288","2.220733966016581","2.220733966016581","2.220733966016581"
"289","1.6128351768899976","1.6128351768899976","1.6128351768899976"
"290","1.8400448353809065","1.8400448353809065","1.8400448353809065"
"291","1.8616934812432009","1.8616934812432009","1.8616934812432009"
"292","2.1714894717872837","2.1714894717872837","2.1714894717872837"
"293","1.7482025063129998","1.7482025063129998","1.7482025063129998"
"294","1.5603656350747883","1.5603656350747883","1.5603656350747883"
"295","1.7498048501702987","1.7498048501702987","1.7498048501702987"
"296","1.9259233715145585","1.9259233715145585","1.9259233715145585"
"297","1.714462820412098","1.714462820412098","1.714462820412098"
"298","1.4402795682570124","1.4402795682570124","1.4402795682570124"
"299","1.6569869790963003","1.6569869790963003","1.6569869790963003"
"300","2.6527177633356143","2.6527177633356143","2.6527177633356143"
"301","1.9964382978687525","1.9964382978687525","1.9964382978687525"
"302","2.3982049554116815","2.3982049554116815","2.3982049554116815"
"303","1.287686362819889","1.287686362819889","1.287686362819889"
"304","3.130185216659682","3.130185216659682","3.130185216659682"
"305","1.599434631122847","1.599434631122847","1.599434631122847"
"306","2.0294451600751033","2.0294451600751033","2.0294451600751033"
"307","2.8303426156911864","2.8303426156911864","2.8303426156911864"
"308","1.9004850385058416","1.9004850385058416","1.9004850385058416"
"309","1.7337660065419978","1.7337660065419978","1.7337660065419978"
"310","1.866197503180526","1.866197503180526","1.866197503180526"
"311","1.483924847679856","1.483924847679856","1.483924847679856"
"312","1.6275833378650992","1.6275833378650992","1.6275833378650992"
"313","1.7898485538129048","1.7898485538129048","1.7898485538129048"
"314","1.6729998617006148","1.6729998617006148","1.6729998617006148"
"315","1.5530362261804669","1.5530362261804669","1.5530362261804669"
"316","1.692573300558352","1.692573300558352","1.692573300558352"
"317","1.713005859888715","1.713005859888715","1.713005859888715"
"318","1.7075482996229718","1.7075482996229718","1.7075482996229718"
"319","1.5025554132521572","1.5025554132521572","1.5025554132521572"
"320","1.757367906763056","1.757367906763056","1.757367906763056"
"321","1.577312568034354","1.577312568034354","1.577312568034354"
"322","1.6468024431822017","1.6468024431822017","1.6468024431822017"
"323","3.80331163363045","3.80331163363045","3.80331163363045"
"324","2.0355840854914224","2.0355840854914224","2.0355840854914224"
"325","1.584168905815991","1.584168905815991","1.584168905815991"
"326","2.1202481550829484","2.1202481550829484","2.1202481550829484"
"327","1.958758199685003","1.958758199685003","1.958758199685003"
"328","1.8856001159039943","1.8856001159039943","1.8856001159039943"
"329","1.9588312241510528","1.9588312241510528","1.9588312241510528"
"330","1.7810241899956876","1.7810241899956876","1.7810241899956876"
"331","1.8261462625503888","1.8261462625503888","1.8261462625503888"
"332","1.984924765910281","1.984924765910281","1.984924765910281"
"333","1.7539451055616089","1.7539451055616089","1.7539451055616089"
"334","1.6050787979158452","1.6050787979158452","1.6050787979158452"
"335","1.9722295455647456","1.9722295455647456","1.9722295455647456"
"336","1.93189373713563","1.93189373713563","1.93189373713563"
"337","2.082933330458339","2.082933330458339","2.082933330458339"
"338","1.4315839763586529","1.4315839763586529","1.4315839763586529"
"339","1.9506278566401216","1.9506278566401216","1.9506278566401216"
"340","3.344029402306792","3.344029402306792","3.344029402306792"
"341","1.5502878097722663","1.5502878097722663","1.5502878097722663"
"342","2.2145252233093493","2.2145252233093493","2.2145252233093493"
"343","1.862031112962535","1.862031112962535","1.862031112962535"
"344","1.5020356810457576","1.5020356810457576","1.5020356810457576"
"345","2.284492753719718","2.284492753719718","2.284492753719718"
"346","2.4717445533568676","2.4717445533568676","2.4717445533568676"
"347","1.949599115225274","1.949599115225274","1.949599115225274"
"348","1.4426482301868109","1.4426482301868109","1.4426482301868109"
"349","2.0542278673566643","2.0542278673566643","2.0542278673566643"
"350","2.163581176267865","2.163581176267865","2.163581176267865"
"351","1.8707686144062303","1.8707686144062303","1.8707686144062303"
"352","1.5914825484943618","1.5914825484943618","1.5914825484943618"
"353","2.111344472125253","2.111344472125253","2.111344472125253"
"354","2.0025294797574382","2.0025294797574382","2.0025294797574382"
"355","1.777396491285974","1.777396491285974","1.777396491285974"
"356","1.6564326626867998","1.6564326626867998","1.6564326626867998"
"357","1.915223409185712","1.915223409185712","1.915223409185712"
"358","1.8417810203490792","1.8417810203490792","1.8417810203490792"
"359","1.8815729574151003","1.8815729574151003","1.8815729574151003"
"360","1.5685656587446832","1.5685656587446832","1.5685656587446832"
"361","2.0045042199778265","2.0045042199778265","2.0045042199778265"
"362","1.8585232704996788","1.8585232704996788","1.8585232704996788"
"363","1.5546876858304326","1.5546876858304326","1.5546876858304326"
"364","1.5791237163053244","1.5791237163053244","1.5791237163053244"
"365","1.9616049690127564","1.9616049690127564","1.9616049690127564"
"366","1.8951138017769948","1.8951138017769948","1.8951138017769948"
"367","2.044844264874017","2.044844264874017","2.044844264874017"
"368","1.6574486436465974","1.6574486436465974","1.6574486436465974"
"369","1.615293201970723","1.615293201970723","1.615293201970723"
"370","1.7004768240176469","1.7004768240176469","1.7004768240176469"
"371","2.256458079733261","2.256458079733261","2.256458079733261"
"372","2.3647878692144717","2.3647878692144717","2.3647878692144717"
"373","1.5556292330400383","1.5556292330400383","1.5556292330400383"
"374","2.0783537939393564","2.0783537939393564","2.0783537939393564"
"375","1.479127151738784","1.479127151738784","1.479127151738784"
"376","1.8670614369183065","1.8670614369183065","1.8670614369183065"
"377","2.312402397459717","2.312402397459717","2.312402397459717"
"378","1.9946967683075256","1.9946967683075256","1.9946967683075256"
"379","2.391389876598351","2.391389876598351","2.391389876598351"
"380","1.7512153349172326","1.7512153349172326","1.7512153349172326"
"381","1.464575921173991","1.464575921173991","1.464575921173991"
"382","1.645259228579992","1.645259228579992","1.645259228579992"
"383","1.6611680191655742","1.6611680191655742","1.6611680191655742"
"384","1.5636607764719344","1.5636607764719344","1.5636607764719344"
"385","2.058891993924808","2.058891993924808","2.058891993924808"
"386","2.4414381581463953","2.4414381581463953","2.4414381581463953"
"387","1.7663357061619085","1.7663357061619085","1.7663357061619085"
"388","1.5804030533687377","1.5804030533687377","1.5804030533687377"
"389","1.89231886733651","1.89231886733651","1.89231886733651"
"390","2.2057859521921825","2.2057859521921825","2.2057859521921825"
"391","1.9433275504970031","1.9433275504970031","1.9433275504970031"
"392","1.7475705942464452","1.7475705942464452","1.7475705942464452"
"393","1.8407472469481216","1.8407472469481216","1.8407472469481216"
"394","1.9827641626078651","1.9827641626078651","1.9827641626078651"
"395","2.7233986972756448","2.7233986972756448","2.7233986972756448"
"396","1.696025292697396","1.696025292697396","1.696025292697396"
"397","1.4778768072140127","1.4778768072140127","1.4778768072140127"
"398","2.173661376424097","2.173661376424097","2.173661376424097"
"399","2.058129228379596","2.058129228379596","2.058129228379596"
"400","1.7906290306886965","1.7906290306886965","1.7906290306886965"
"401","2.021477519049592","2.021477519049592","2.021477519049592"
"402","1.3895019387188858","1.3895019387188858","1.3895019387188858"
"403","3.418254200139327","3.418254200139327","3.418254200139327"
"404","2.0134977578804176","2.0134977578804176","2.0134977578804176"
"405","2.212415026075992","2.212415026075992","2.212415026075992"
"406","1.5617591701167768","1.5617591701167768","1.5617591701167768"
"407","1.7459171647130758","1.7459171647130758","1.7459171647130758"
"408","1.8764821580516855","1.8764821580516855","1.8764821580516855"
"409","1.7282596565907171","1.7282596565907171","1.7282596565907171"
"410","1.6245185129973867","1.6245185129973867","1.6245185129973867"
"411","1.9153992251255865","1.9153992251255865","1.9153992251255865"
"412","1.915391033992673","1.915391033992673","1.915391033992673"
"413","2.4904793001067036","2.4904793001067036","2.4904793001067036"
"414","2.473796849801601","2.473796849801601","2.473796849801601"
"415","1.6110067865885276","1.6110067865885276","1.6110067865885276"
"416","1.9570176890667832","1.9570176890667832","1.9570176890667832"
"417","1.8424173566092168","1.8424173566092168","1.8424173566092168"
"418","2.5651530870615407","2.5651530870615407","2.5651530870615407"
"419","1.594583630873386","1.594583630873386","1.594583630873386"
"420","1.7215445040060855","1.7215445040060855","1.7215445040060855"
"421","1.9739612972326168","1.9739612972326168","1.9739612972326168"
"422","1.6907754605669558","1.6907754605669558","1.6907754605669558"
"423","2.053547928966913","2.053547928966913","2.053547928966913"
"424","1.909514197647606","1.909514197647606","1.909514197647606"
"425","2.007027580902448","2.007027580902448","2.007027580902448"
"426","1.6861478974337605","1.6861478974337605","1.6861478974337605"
"427","2.0854230553675306","2.0854230553675306","2.0854230553675306"
"428","1.647030318663425","1.647030318663425","1.647030318663425"
"429","1.5562394929148655","1.5562394929148655","1.5562394929148655"
"430","1.7549327440682536","1.7549327440682536","1.7549327440682536"
"431","1.6322546097644175","1.6322546097644175","1.6322546097644175"
"432","1.560217335817096","1.560217335817096","1.560217335817096"
"433","1.3671125294118778","1.3671125294118778","1.3671125294118778"
"434","1.8055849376962765","1.8055849376962765","1.8055849376962765"
"435","1.5596780292374834","1.5596780292374834","1.5596780292374834"
"436","2.5150390591994425","2.5150390591994425","2.5150390591994425"
"437","1.465803184810679","1.465803184810679","1.465803184810679"
"438","1.9473630922041276","1.9473630922041276","1.9473630922041276"
"439","1.5528904556550418","1.5528904556550418","1.5528904556550418"
"440","1.634222718747674","1.634222718747674","1.634222718747674"
"441","2.0128884478776774","2.0128884478776774","2.0128884478776774"
"442","3.9253089852568","3.9253089852568","3.9253089852568"
"443","1.5996377278015628","1.5996377278015628","1.5996377278015628"
"444","1.922340834962297","1.922340834962297","1.922340834962297"
"445","1.6134615226930915","1.6134615226930915","1.6134615226930915"
"446","1.6823774368600752","1.6823774368600752","1.6823774368600752"
"447","1.869635193747593","1.869635193747593","1.869635193747593"
"448","3.0084049183282624","3.0084049183282624","3.0084049183282624"
"449","1.5387873763665425","1.5387873763665425","1.5387873763665425"
"450","2.2102499583011066","2.2102499583011066","2.2102499583011066"
"451","2.077126539992029","2.077126539992029","2.077126539992029"
"452","1.4520718732696487","1.4520718732696487","1.4520718732696487"
"453","2.347749399147135","2.347749399147135","2.347749399147135"
"454","1.5357444709182126","1.5357444709182126","1.5357444709182126"
"455","1.3637935785427926","1.3637935785427926","1.3637935785427926"
"456","1.8421924707673387","1.8421924707673387","1.8421924707673387"
"457","2.213997899615393","2.213997899615393","2.213997899615393"
"458","1.5047298689343576","1.5047298689343576","1.5047298689343576"
"459","1.5839256137227966","1.5839256137227966","1.5839256137227966"
"460","2.595178938839902","2.595178938839902","2.595178938839902"
"461","1.4542677846947032","1.4542677846947032","1.4542677846947032"
"462","1.595154056182924","1.595154056182924","1.595154056182924"
"463","2.4090734963614655","2.4090734963614655","2.4090734963614655"
