"Step","vit_gnorm_ldecay - train_inner/gnorm","vit_gnorm_ldecay - train_inner/gnorm__MIN","vit_gnorm_ldecay - train_inner/gnorm__MAX"
"453","0.005147398802521719","0.005147398802521719","0.005147398802521719"
"463","0.004856700179029941","0.004856700179029941","0.004856700179029941"
"473","0.004596503584752291","0.004596503584752291","0.004596503584752291"
"483","0.004357422170735068","0.004357422170735068","0.004357422170735068"
"493","0.004136932920737972","0.004136932920737972","0.004136932920737972"
"503","0.003934974124589444","0.003934974124589444","0.003934974124589444"
"513","0.003746111801163227","0.003746111801163227","0.003746111801163227"
"523","0.003573438559828287","0.003573438559828287","0.003573438559828287"
"533","0.0034137127094874963","0.0034137127094874963","0.0034137127094874963"
"543","0.003265055993972092","0.003265055993972092","0.003265055993972092"
"553","0.003123494025467253","0.003123494025467253","0.003123494025467253"
"563","0.0029957695363131477","0.0029957695363131477","0.0029957695363131477"
"573","0.0028733802845626218","0.0028733802845626218","0.0028733802845626218"
"583","0.0027568277353409044","0.0027568277353409044","0.0027568277353409044"
"593","0.002648733448184655","0.002648733448184655","0.002648733448184655"
"603","0.002549141613179385","0.002549141613179385","0.002549141613179385"
"613","0.002452208121734945","0.002452208121734945","0.002452208121734945"
"623","0.0023616729203334735","0.0023616729203334735","0.0023616729203334735"
"624","0.0023537353923687916","0.0023537353923687916","0.0023537353923687916"
"625","0.0023446338858892028","0.0023446338858892028","0.0023446338858892028"
"635","0.002201448482777057","0.002201448482777057","0.002201448482777057"
"645","0.0020693368386911957","0.0020693368386911957","0.0020693368386911957"
"655","0.0019501754586412096","0.0019501754586412096","0.0019501754586412096"
"665","0.0018427846798321553","0.0018427846798321553","0.0018427846798321553"
"675","0.0017391177491965278","0.0017391177491965278","0.0017391177491965278"
"685","0.0016479298270592805","0.0016479298270592805","0.0016479298270592805"
"695","0.0015657147466303458","0.0015657147466303458","0.0015657147466303458"
"705","0.0014876164432064444","0.0014876164432064444","0.0014876164432064444"
"715","0.0014150918232991362","0.0014150918232991362","0.0014150918232991362"
"725","0.001348439933332524","0.001348439933332524","0.001348439933332524"
"735","0.001289383773983394","0.001289383773983394","0.001289383773983394"
"745","0.0012291149582411675","0.0012291149582411675","0.0012291149582411675"
"755","0.0011736047891528754","0.0011736047891528754","0.0011736047891528754"
"765","0.001120682976933826","0.001120682976933826","0.001120682976933826"
"775","0.0010777140969580412","0.0010777140969580412","0.0010777140969580412"
"785","0.0010334918072544125","0.0010334918072544125","0.0010334918072544125"
"795","0.0009911816069766229","0.0009911816069766229","0.0009911816069766229"
"805","0.0009518835106051146","0.0009518835106051146","0.0009518835106051146"
"815","0.0009144524461880368","0.0009144524461880368","0.0009144524461880368"
"825","0.0008779744202012364","0.0008779744202012364","0.0008779744202012364"
"835","0.0008445015402329458","0.0008445015402329458","0.0008445015402329458"
"845","0.0008135891191458644","0.0008135891191458644","0.0008135891191458644"
"855","0.0007858471597517819","0.0007858471597517819","0.0007858471597517819"
"865","0.0007541613586734143","0.0007541613586734143","0.0007541613586734143"
"875","0.0007310522987499816","0.0007310522987499816","0.0007310522987499816"
"885","0.0007084351319924149","0.0007084351319924149","0.0007084351319924149"
"895","0.0006834653990356688","0.0006834653990356688","0.0006834653990356688"
"905","0.0006596530794407187","0.0006596530794407187","0.0006596530794407187"
"915","0.0006382075767719466","0.0006382075767719466","0.0006382075767719466"
"925","0.0006172889690874455","0.0006172889690874455","0.0006172889690874455"
"935","0.000601996572916659","0.000601996572916659","0.000601996572916659"
"936","0.0005975163432946377","0.0005975163432946377","0.0005975163432946377"
"937","0.0005998705961668705","0.0005998705961668705","0.0005998705961668705"
"947","0.0005740840649558667","0.0005740840649558667","0.0005740840649558667"
"957","0.0005433322283152455","0.0005433322283152455","0.0005433322283152455"
"967","0.0005298455574968857","0.0005298455574968857","0.0005298455574968857"
"977","0.000501061492440336","0.000501061492440336","0.000501061492440336"
"987","0.00048484550603983495","0.00048484550603983495","0.00048484550603983495"
"997","0.000474572545760196","0.000474572545760196","0.000474572545760196"
"1007","0.0004545561982120003","0.0004545561982120003","0.0004545561982120003"
"1017","0.0004351788449590147","0.0004351788449590147","0.0004351788449590147"
"1027","0.0004204721157380227","0.0004204721157380227","0.0004204721157380227"
"1037","0.00041419579439692375","0.00041419579439692375","0.00041419579439692375"
"1047","0.0003996049825784437","0.0003996049825784437","0.0003996049825784437"
"1057","0.000390031226547617","0.000390031226547617","0.000390031226547617"
"1067","0.00037693825950579066","0.00037693825950579066","0.00037693825950579066"
"1077","0.0003654610460270201","0.0003654610460270201","0.0003654610460270201"
"1087","0.0003492650834792512","0.0003492650834792512","0.0003492650834792512"
"1097","0.00035305242729900127","0.00035305242729900127","0.00035305242729900127"
"1107","0.00034383000585670254","0.00034383000585670254","0.00034383000585670254"
"1117","0.00032894535940672625","0.00032894535940672625","0.00032894535940672625"
"1127","0.00033496249156764673","0.00033496249156764673","0.00033496249156764673"
"1137","0.000322938663081703","0.000322938663081703","0.000322938663081703"
"1147","0.0003206417955183501","0.0003206417955183501","0.0003206417955183501"
"1157","0.00030762054805954543","0.00030762054805954543","0.00030762054805954543"
"1167","0.00030409702434128726","0.00030409702434128726","0.00030409702434128726"
"1177","0.0003043681837005357","0.0003043681837005357","0.0003043681837005357"
"1187","0.00030340823344185663","0.00030340823344185663","0.00030340823344185663"
"1197","0.00029331687621198183","0.00029331687621198183","0.00029331687621198183"
"1207","0.0002924938155275696","0.0002924938155275696","0.0002924938155275696"
"1217","0.00028921940373983465","0.00028921940373983465","0.00028921940373983465"
"1227","0.000287253685619513","0.000287253685619513","0.000287253685619513"
"1237","0.0002794748364390679","0.0002794748364390679","0.0002794748364390679"
"1247","0.0002778476792009473","0.0002778476792009473","0.0002778476792009473"
"1248","0.0002821321171189171","0.0002821321171189171","0.0002821321171189171"
"1249","0.00028363113567033874","0.00028363113567033874","0.00028363113567033874"
"1259","0.00028268906967665955","0.00028268906967665955","0.00028268906967665955"
"1269","0.00027077960367596584","0.00027077960367596584","0.00027077960367596584"
"1279","0.00026981435048272325","0.00026981435048272325","0.00026981435048272325"
"1289","0.0002725093210074433","0.0002725093210074433","0.0002725093210074433"
"1299","0.00027373386686300365","0.00027373386686300365","0.00027373386686300365"
"1309","0.0002563130690586893","0.0002563130690586893","0.0002563130690586893"
"1319","0.0002677686559316303","0.0002677686559316303","0.0002677686559316303"
"1329","0.00025514341576082626","0.00025514341576082626","0.00025514341576082626"
"1339","0.0002575957528090067","0.0002575957528090067","0.0002575957528090067"
"1349","0.00026251939918561567","0.00026251939918561567","0.00026251939918561567"
"1359","0.00025187498495307084","0.00025187498495307084","0.00025187498495307084"
"1369","0.000264797938796317","0.000264797938796317","0.000264797938796317"
"1379","0.0002530553539545694","0.0002530553539545694","0.0002530553539545694"
"1389","0.0002622276088402815","0.0002622276088402815","0.0002622276088402815"
"1399","0.0002541142436882939","0.0002541142436882939","0.0002541142436882939"
"1409","0.0002552345724557613","0.0002552345724557613","0.0002552345724557613"
"1419","0.0002560227871310362","0.0002560227871310362","0.0002560227871310362"
"1429","0.00024984143404481495","0.00024984143404481495","0.00024984143404481495"
"1439","0.00025793671321264915","0.00025793671321264915","0.00025793671321264915"
"1449","0.0002469250727990737","0.0002469250727990737","0.0002469250727990737"
"1459","0.0002579632099735332","0.0002579632099735332","0.0002579632099735332"
"1469","0.0002547456673568609","0.0002547456673568609","0.0002547456673568609"
"1479","0.00024937852689885834","0.00024937852689885834","0.00024937852689885834"
"1489","0.00024530028057324156","0.00024530028057324156","0.00024530028057324156"
"1499","0.0002669615491296349","0.0002669615491296349","0.0002669615491296349"
"1509","0.0002565173474726111","0.0002565173474726111","0.0002565173474726111"
"1519","0.0002574325882739085","0.0002574325882739085","0.0002574325882739085"
"1529","0.00025739277804438153","0.00025739277804438153","0.00025739277804438153"
"1539","0.0002529024995865819","0.0002529024995865819","0.0002529024995865819"
"1549","0.0002500425632165209","0.0002500425632165209","0.0002500425632165209"
"1559","0.0002466306469090843","0.0002466306469090843","0.0002466306469090843"
"1560","0.0002507547886567417","0.0002507547886567417","0.0002507547886567417"
"1561","0.00024693654257142654","0.00024693654257142654","0.00024693654257142654"
"1571","0.00025363007940667364","0.00025363007940667364","0.00025363007940667364"
"1581","0.0002543632450868836","0.0002543632450868836","0.0002543632450868836"
"1591","0.0002562508399977245","0.0002562508399977245","0.0002562508399977245"
"1601","0.00025186829461146194","0.00025186829461146194","0.00025186829461146194"
"1611","0.0002450561156639549","0.0002450561156639549","0.0002450561156639549"
"1621","0.00025170623747466415","0.00025170623747466415","0.00025170623747466415"
"1631","0.0002480333502522083","0.0002480333502522083","0.0002480333502522083"
"1641","0.0002504121691958152","0.0002504121691958152","0.0002504121691958152"
"1651","0.0002470169477318942","0.0002470169477318942","0.0002470169477318942"
"1661","0.0002602064697846309","0.0002602064697846309","0.0002602064697846309"
"1671","0.00024631818122828827","0.00024631818122828827","0.00024631818122828827"
"1681","0.00025848085213195387","0.00025848085213195387","0.00025848085213195387"
"1691","0.00025053692429321075","0.00025053692429321075","0.00025053692429321075"
"1701","0.00025668796201355477","0.00025668796201355477","0.00025668796201355477"
"1711","0.00025700967059868654","0.00025700967059868654","0.00025700967059868654"
"1721","0.0002528212058387375","0.0002528212058387375","0.0002528212058387375"
"1731","0.00027896994817592005","0.00027896994817592005","0.00027896994817592005"
"1741","0.000265453825511367","0.000265453825511367","0.000265453825511367"
"1751","0.0002694207398521513","0.0002694207398521513","0.0002694207398521513"
"1761","0.0002629384234420627","0.0002629384234420627","0.0002629384234420627"
"1771","0.00025842128701296396","0.00025842128701296396","0.00025842128701296396"
"1781","0.0002561868788190943","0.0002561868788190943","0.0002561868788190943"
"1791","0.0002578494012158828","0.0002578494012158828","0.0002578494012158828"
"1801","0.00026656074284962334","0.00026656074284962334","0.00026656074284962334"
"1811","0.0002737062285876781","0.0002737062285876781","0.0002737062285876781"
"1821","0.00026320953154763905","0.00026320953154763905","0.00026320953154763905"
"1831","0.00027801942206394375","0.00027801942206394375","0.00027801942206394375"
"1841","0.0002900973020634851","0.0002900973020634851","0.0002900973020634851"
"1851","0.00027571405974304453","0.00027571405974304453","0.00027571405974304453"
"1861","0.00026112568782862773","0.00026112568782862773","0.00026112568782862773"
"1871","0.00027042622924063005","0.00027042622924063005","0.00027042622924063005"
"1872","0.0002885152897478746","0.0002885152897478746","0.0002885152897478746"
"1873","0.0002725503484459236","0.0002725503484459236","0.0002725503484459236"
"1883","0.0002650558994444667","0.0002650558994444667","0.0002650558994444667"
"1893","0.0002642626772844028","0.0002642626772844028","0.0002642626772844028"
"1903","0.00027178709529640223","0.00027178709529640223","0.00027178709529640223"
"1913","0.000269213750888166","0.000269213750888166","0.000269213750888166"
"1923","0.00026152701307342993","0.00026152701307342993","0.00026152701307342993"
"1933","0.00028459120450142323","0.00028459120450142323","0.00028459120450142323"
"1943","0.0002763546555173453","0.0002763546555173453","0.0002763546555173453"
"1953","0.00029013197403261396","0.00029013197403261396","0.00029013197403261396"
"1963","0.00027623842922557896","0.00027623842922557896","0.00027623842922557896"
"1973","0.00028104425005777157","0.00028104425005777157","0.00028104425005777157"
"1983","0.0002953487847583086","0.0002953487847583086","0.0002953487847583086"
"1993","0.00027902846755326256","0.00027902846755326256","0.00027902846755326256"
"2003","0.000312006722356906","0.000312006722356906","0.000312006722356906"
"2013","0.00029448024788929726","0.00029448024788929726","0.00029448024788929726"
"2023","0.0002970506697374928","0.0002970506697374928","0.0002970506697374928"
"2033","0.0003514811276021444","0.0003514811276021444","0.0003514811276021444"
"2043","0.0002810802165117611","0.0002810802165117611","0.0002810802165117611"
"2053","0.0002918597917402142","0.0002918597917402142","0.0002918597917402142"
"2063","0.00029662173249342286","0.00029662173249342286","0.00029662173249342286"
"2073","0.0003251582351382322","0.0003251582351382322","0.0003251582351382322"
"2083","0.00030015476598187316","0.00030015476598187316","0.00030015476598187316"
"2093","0.0002926882157857517","0.0002926882157857517","0.0002926882157857517"
"2103","0.0003076423331999379","0.0003076423331999379","0.0003076423331999379"
"2113","0.00031595753557674366","0.00031595753557674366","0.00031595753557674366"
"2123","0.0003536404810879285","0.0003536404810879285","0.0003536404810879285"
"2133","0.00029433054361519917","0.00029433054361519917","0.00029433054361519917"
"2143","0.00032149384456768673","0.00032149384456768673","0.00032149384456768673"
"2153","0.0002876186837107192","0.0002876186837107192","0.0002876186837107192"
"2163","0.0002946219877034388","0.0002946219877034388","0.0002946219877034388"
"2173","0.0003162744628373183","0.0003162744628373183","0.0003162744628373183"
"2183","0.0002977011870863739","0.0002977011870863739","0.0002977011870863739"
"2184","0.00034656647858856616","0.00034656647858856616","0.00034656647858856616"
"2185","0.0003153281020377352","0.0003153281020377352","0.0003153281020377352"
"2195","0.00028907727975823226","0.00028907727975823226","0.00028907727975823226"
"2205","0.0007875303668608914","0.0007875303668608914","0.0007875303668608914"
"2215","0.0003183783101325515","0.0003183783101325515","0.0003183783101325515"
"2225","0.000296887435209088","0.000296887435209088","0.000296887435209088"
"2235","0.00033517384355620896","0.00033517384355620896","0.00033517384355620896"
"2245","0.00031731857478058763","0.00031731857478058763","0.00031731857478058763"
"2255","0.0004836104432794048","0.0004836104432794048","0.0004836104432794048"
"2265","0.0003031708804636132","0.0003031708804636132","0.0003031708804636132"
"2275","0.0004342323931595962","0.0004342323931595962","0.0004342323931595962"
"2285","0.0003865570272412708","0.0003865570272412708","0.0003865570272412708"
"2295","0.00047344552508287905","0.00047344552508287905","0.00047344552508287905"
"2305","0.0004945234737227114","0.0004945234737227114","0.0004945234737227114"
"2315","0.00038109931369011585","0.00038109931369011585","0.00038109931369011585"
"2325","0.0004404451695931117","0.0004404451695931117","0.0004404451695931117"
"2335","0.0003886484826298965","0.0003886484826298965","0.0003886484826298965"
"2345","0.0004057878369028094","0.0004057878369028094","0.0004057878369028094"
"2355","0.00039948863683742593","0.00039948863683742593","0.00039948863683742593"
"2365","0.0006315312697177945","0.0006315312697177945","0.0006315312697177945"
"2375","0.0008565205931447314","0.0008565205931447314","0.0008565205931447314"
"2385","0.00041537027535612145","0.00041537027535612145","0.00041537027535612145"
"2395","0.0003728985866075301","0.0003728985866075301","0.0003728985866075301"
"2405","0.00033539692686430917","0.00033539692686430917","0.00033539692686430917"
"2415","0.0004005467624354718","0.0004005467624354718","0.0004005467624354718"
"2425","0.00033954050690633173","0.00033954050690633173","0.00033954050690633173"
"2435","0.0004396334172465747","0.0004396334172465747","0.0004396334172465747"
"2445","0.00036931566840404625","0.00036931566840404625","0.00036931566840404625"
"2455","0.0004581479606181841","0.0004581479606181841","0.0004581479606181841"
"2465","0.00035861187125238095","0.00035861187125238095","0.00035861187125238095"
"2475","0.000389148766296753","0.000389148766296753","0.000389148766296753"
"2485","0.0006865143550339163","0.0006865143550339163","0.0006865143550339163"
"2495","0.0004082326332330323","0.0004082326332330323","0.0004082326332330323"
"2496","0.0003919421838403324","0.0003919421838403324","0.0003919421838403324"
"2497","0.0004820631161950488","0.0004820631161950488","0.0004820631161950488"
"2507","0.0004966633529475174","0.0004966633529475174","0.0004966633529475174"
"2517","0.0005625237574081315","0.0005625237574081315","0.0005625237574081315"
"2527","0.0004823695216518342","0.0004823695216518342","0.0004823695216518342"
"2537","0.0005280072500930107","0.0005280072500930107","0.0005280072500930107"
"2547","0.0004710371890391087","0.0004710371890391087","0.0004710371890391087"
"2557","0.0003590666053352099","0.0003590666053352099","0.0003590666053352099"
"2567","0.00034913875877861414","0.00034913875877861414","0.00034913875877861414"
"2577","0.000928671763473832","0.000928671763473832","0.000928671763473832"
"2587","0.0004839527363602084","0.0004839527363602084","0.0004839527363602084"
"2597","0.0004552775597636061","0.0004552775597636061","0.0004552775597636061"
"2607","0.0004155231312065922","0.0004155231312065922","0.0004155231312065922"
"2617","0.0005518787303821109","0.0005518787303821109","0.0005518787303821109"
"2627","0.0004342749978214185","0.0004342749978214185","0.0004342749978214185"
"2637","0.0003876426148769923","0.0003876426148769923","0.0003876426148769923"
"2647","0.0003921702218162227","0.0003921702218162227","0.0003921702218162227"
"2657","0.0007508035401981722","0.0007508035401981722","0.0007508035401981722"
"2667","0.0004813777149741375","0.0004813777149741375","0.0004813777149741375"
"2677","0.000398569766046876","0.000398569766046876","0.000398569766046876"
"2687","0.00035756483656684883","0.00035756483656684883","0.00035756483656684883"
"2697","0.0005529373824258026","0.0005529373824258026","0.0005529373824258026"
"2707","0.0006484682346543975","0.0006484682346543975","0.0006484682346543975"
"2717","0.0003703639603123886","0.0003703639603123886","0.0003703639603123886"
"2727","0.0004107781930828307","0.0004107781930828307","0.0004107781930828307"
"2737","0.0005150969997458842","0.0005150969997458842","0.0005150969997458842"
"2747","0.002395036643843472","0.002395036643843472","0.002395036643843472"
"2757","0.0004641585796480111","0.0004641585796480111","0.0004641585796480111"
"2767","0.0005735147067577531","0.0005735147067577531","0.0005735147067577531"
"2777","0.000608237967999361","0.000608237967999361","0.000608237967999361"
"2787","0.0005205828293792986","0.0005205828293792986","0.0005205828293792986"
"2797","0.001472797329077283","0.001472797329077283","0.001472797329077283"
"2807","0.0003549968737337971","0.0003549968737337971","0.0003549968737337971"
"2808","0.0004895683092054272","0.0004895683092054272","0.0004895683092054272"
"2809","0.0004912245654827393","0.0004912245654827393","0.0004912245654827393"
"2819","0.0006561152032950404","0.0006561152032950404","0.0006561152032950404"
"2829","0.000376416506935138","0.000376416506935138","0.000376416506935138"
"2839","0.0004958769660208672","0.0004958769660208672","0.0004958769660208672"
"2849","0.0003807357557064151","0.0003807357557064151","0.0003807357557064151"
"2859","0.0006030302633269844","0.0006030302633269844","0.0006030302633269844"
"2869","0.0005310069279882355","0.0005310069279882355","0.0005310069279882355"
"2879","0.0005374262721507368","0.0005374262721507368","0.0005374262721507368"
"2889","0.000697901778329584","0.000697901778329584","0.000697901778329584"
"2899","0.0004601561233476728","0.0004601561233476728","0.0004601561233476728"
"2909","0.0009025928813887732","0.0009025928813887732","0.0009025928813887732"
"2919","0.0006269130740790929","0.0006269130740790929","0.0006269130740790929"
"2929","0.0003722453853846927","0.0003722453853846927","0.0003722453853846927"
"2939","0.0004735318162198128","0.0004735318162198128","0.0004735318162198128"
"2949","0.0005789436640949659","0.0005789436640949659","0.0005789436640949659"
"2959","0.0005565796437130004","0.0005565796437130004","0.0005565796437130004"
"2969","0.00043112389539489495","0.00043112389539489495","0.00043112389539489495"
"2979","0.0007090485884295786","0.0007090485884295786","0.0007090485884295786"
"2989","0.0004022218530042807","0.0004022218530042807","0.0004022218530042807"
"2999","0.0008182096477014127","0.0008182096477014127","0.0008182096477014127"
"3009","0.0006690919471357405","0.0006690919471357405","0.0006690919471357405"
"3019","0.00045464965186466257","0.00045464965186466257","0.00045464965186466257"
"3029","0.0006066881935485596","0.0006066881935485596","0.0006066881935485596"
"3039","0.00048336174894471074","0.00048336174894471074","0.00048336174894471074"
"3049","0.0008774837745276993","0.0008774837745276993","0.0008774837745276993"
"3059","0.0005584200020317606","0.0005584200020317606","0.0005584200020317606"
"3069","0.0006010967598114597","0.0006010967598114597","0.0006010967598114597"
"3079","0.0006548818258341623","0.0006548818258341623","0.0006548818258341623"
"3089","0.000593718646962637","0.000593718646962637","0.000593718646962637"
"3099","0.0004431479540107992","0.0004431479540107992","0.0004431479540107992"
"3109","0.000513374903237503","0.000513374903237503","0.000513374903237503"
"3119","0.0007990805364147401","0.0007990805364147401","0.0007990805364147401"
"3120","0.0006047383674189671","0.0006047383674189671","0.0006047383674189671"
"3121","0.0006587710951265213","0.0006587710951265213","0.0006587710951265213"
"3131","0.0005879264958921034","0.0005879264958921034","0.0005879264958921034"
"3141","0.0005886266323188909","0.0005886266323188909","0.0005886266323188909"
"3151","0.0005558120141510298","0.0005558120141510298","0.0005558120141510298"
"3161","0.0007686927263635463","0.0007686927263635463","0.0007686927263635463"
"3171","0.0009418857468140756","0.0009418857468140756","0.0009418857468140756"
"3181","0.0007243628873534458","0.0007243628873534458","0.0007243628873534458"
"3191","0.0006700310822306605","0.0006700310822306605","0.0006700310822306605"
"3201","0.0006612591717980925","0.0006612591717980925","0.0006612591717980925"
"3211","0.0006336772961731597","0.0006336772961731597","0.0006336772961731597"
"3221","0.0006416716683400971","0.0006416716683400971","0.0006416716683400971"
"3231","0.0005531575122616137","0.0005531575122616137","0.0005531575122616137"
"3241","0.0005935255692021733","0.0005935255692021733","0.0005935255692021733"
"3251","0.0005058522940435531","0.0005058522940435531","0.0005058522940435531"
"3261","0.0006476236797091683","0.0006476236797091683","0.0006476236797091683"
"3271","0.0007166278325946344","0.0007166278325946344","0.0007166278325946344"
"3281","0.00044948511203742687","0.00044948511203742687","0.00044948511203742687"
"3291","0.0005965233572508436","0.0005965233572508436","0.0005965233572508436"
"3301","0.0005825910288002481","0.0005825910288002481","0.0005825910288002481"
"3311","0.00044097317037610265","0.00044097317037610265","0.00044097317037610265"
"3321","0.0008576921100297159","0.0008576921100297159","0.0008576921100297159"
"3331","0.0006249470759660537","0.0006249470759660537","0.0006249470759660537"
"3341","0.0007807404442192609","0.0007807404442192609","0.0007807404442192609"
"3351","0.0006830209790497654","0.0006830209790497654","0.0006830209790497654"
"3361","0.0008877631442265315","0.0008877631442265315","0.0008877631442265315"
"3371","0.0004728667767394968","0.0004728667767394968","0.0004728667767394968"
"3381","0.001345724215864405","0.001345724215864405","0.001345724215864405"
"3391","0.0004106301875391509","0.0004106301875391509","0.0004106301875391509"
"3401","0.0005331217896375162","0.0005331217896375162","0.0005331217896375162"
"3411","0.0004619415102388066","0.0004619415102388066","0.0004619415102388066"
"3421","0.00047736031219270384","0.00047736031219270384","0.00047736031219270384"
"3431","0.0004812776852269674","0.0004812776852269674","0.0004812776852269674"
"3432","0.0005955127993737888","0.0005955127993737888","0.0005955127993737888"
"3433","0.0005229777829175503","0.0005229777829175503","0.0005229777829175503"
"3443","0.0006160799382572537","0.0006160799382572537","0.0006160799382572537"
"3453","0.0005273953563942911","0.0005273953563942911","0.0005273953563942911"
"3463","0.0007272004772472248","0.0007272004772472248","0.0007272004772472248"
"3473","0.0004320935191868667","0.0004320935191868667","0.0004320935191868667"
"3483","0.0005847278751721792","0.0005847278751721792","0.0005847278751721792"
"3493","0.000522805607565196","0.000522805607565196","0.000522805607565196"
"3503","0.0007188039550372874","0.0007188039550372874","0.0007188039550372874"
"3513","0.0006407493254705466","0.0006407493254705466","0.0006407493254705466"
"3523","0.0005085942508223365","0.0005085942508223365","0.0005085942508223365"
"3533","0.0005690494229518479","0.0005690494229518479","0.0005690494229518479"
"3543","0.000494180595460948","0.000494180595460948","0.000494180595460948"
"3553","0.0004924668561295058","0.0004924668561295058","0.0004924668561295058"
"3563","0.000525161546374816","0.000525161546374816","0.000525161546374816"
"3573","0.0008203066567390241","0.0008203066567390241","0.0008203066567390241"
"3583","0.0005753130328505275","0.0005753130328505275","0.0005753130328505275"
"3593","0.00046663186527688303","0.00046663186527688303","0.00046663186527688303"
"3603","0.0005070820019080015","0.0005070820019080015","0.0005070820019080015"
"3613","0.0007410463420488033","0.0007410463420488033","0.0007410463420488033"
"3623","0.0007329910824094519","0.0007329910824094519","0.0007329910824094519"
"3633","0.0005824754929918721","0.0005824754929918721","0.0005824754929918721"
"3643","0.0007357434303520056","0.0007357434303520056","0.0007357434303520056"
"3653","0.0008350856372522794","0.0008350856372522794","0.0008350856372522794"
"3663","0.0007554321971148785","0.0007554321971148785","0.0007554321971148785"
"3673","0.0004730502088903006","0.0004730502088903006","0.0004730502088903006"
"3683","0.0006361116703736347","0.0006361116703736347","0.0006361116703736347"
"3693","0.0004984564371266313","0.0004984564371266313","0.0004984564371266313"
"3703","0.0010826617495197542","0.0010826617495197542","0.0010826617495197542"
"3713","0.0007747130815677649","0.0007747130815677649","0.0007747130815677649"
"3723","0.0004990884253085369","0.0004990884253085369","0.0004990884253085369"
"3733","0.0006102921709290954","0.0006102921709290954","0.0006102921709290954"
"3743","0.0005380132610542562","0.0005380132610542562","0.0005380132610542562"
"3744","0.000588764005841878","0.000588764005841878","0.000588764005841878"
"3745","0.000545474599988683","0.000545474599988683","0.000545474599988683"
"3755","0.0005203802568352114","0.0005203802568352114","0.0005203802568352114"
"3765","0.0006199196088693723","0.0006199196088693723","0.0006199196088693723"
"3775","0.0008997952746739593","0.0008997952746739593","0.0008997952746739593"
"3785","0.0006956494406028245","0.0006956494406028245","0.0006956494406028245"
"3795","0.0007160310241984891","0.0007160310241984891","0.0007160310241984891"
"3805","0.0007435041598286844","0.0007435041598286844","0.0007435041598286844"
"3815","0.0005518543361400156","0.0005518543361400156","0.0005518543361400156"
"3825","0.0007265945537456693","0.0007265945537456693","0.0007265945537456693"
"3835","0.0006125258340781228","0.0006125258340781228","0.0006125258340781228"
