"Step","baseline_roberta - train_inner/gnorm","baseline_roberta - train_inner/gnorm__MIN","baseline_roberta - train_inner/gnorm__MAX"
"5971","0.337","0.337","0.337"
"5972","0.357","0.357","0.357"
"5973","0.364","0.364","0.364"
"5974","0.372","0.372","0.372"
"5975","0.381","0.381","0.381"
"5976","0.354","0.354","0.354"
"5977","0.35","0.35","0.35"
"5978","0.349","0.349","0.349"
"5979","0.338","0.338","0.338"
"5980","0.368","0.368","0.368"
"5981","0.38","0.38","0.38"
"5982","0.35","0.35","0.35"
"5983","0.335","0.335","0.335"
"5984","0.33","0.33","0.33"
"5985","0.341","0.341","0.341"
"5986","0.361","0.361","0.361"
"5987","0.364","0.364","0.364"
"5988","0.336","0.336","0.336"
"5989","0.342","0.342","0.342"
"5990","0.351","0.351","0.351"
"5991","0.348","0.348","0.348"
"5992","0.346","0.346","0.346"
"5993","0.366","0.366","0.366"
"5994","0.353","0.353","0.353"
"5995","0.329","0.329","0.329"
"5996","0.346","0.346","0.346"
"5997","0.34","0.34","0.34"
"5998","0.375","0.375","0.375"
"5999","0.375","0.375","0.375"
"6000","0.379","0.379","0.379"
"6001","0.353","0.353","0.353"
"6002","0.354","0.354","0.354"
"6003","0.348","0.348","0.348"
"6004","0.359","0.359","0.359"
"6005","0.338","0.338","0.338"
"6006","0.338","0.338","0.338"
"6007","0.346","0.346","0.346"
"6008","0.367","0.367","0.367"
"6009","0.375","0.375","0.375"
"6010","0.353","0.353","0.353"
"6011","0.343","0.343","0.343"
"6012","0.355","0.355","0.355"
"6013","0.352","0.352","0.352"
"6014","0.323","0.323","0.323"
"6015","0.348","0.348","0.348"
"6016","0.356","0.356","0.356"
"6017","0.348","0.348","0.348"
"6018","0.401","0.401","0.401"
"6019","0.387","0.387","0.387"
"6020","0.357","0.357","0.357"
"6021","0.361","0.361","0.361"
"6022","0.357","0.357","0.357"
"6023","0.352","0.352","0.352"
"6024","0.381","0.381","0.381"
"6025","0.362","0.362","0.362"
"6026","0.367","0.367","0.367"
"6027","0.358","0.358","0.358"
"6028","0.359","0.359","0.359"
"6029","0.368","0.368","0.368"
"6030","0.4","0.4","0.4"
"6031","0.439","0.439","0.439"
"6032","0.392","0.392","0.392"
"6033","0.35","0.35","0.35"
"6034","0.361","0.361","0.361"
"6035","0.347","0.347","0.347"
"6036","0.341","0.341","0.341"
"6037","0.364","0.364","0.364"
"6038","0.356","0.356","0.356"
"6039","0.383","0.383","0.383"
"6040","0.358","0.358","0.358"
"6041","0.358","0.358","0.358"
"6042","0.36","0.36","0.36"
"6043","0.368","0.368","0.368"
"6044","0.365","0.365","0.365"
"6045","0.356","0.356","0.356"
"6046","0.365","0.365","0.365"
"6047","0.344","0.344","0.344"
"6048","0.359","0.359","0.359"
"6049","0.362","0.362","0.362"
"6050","0.371","0.371","0.371"
"6051","0.368","0.368","0.368"
"6052","0.364","0.364","0.364"
"6053","0.378","0.378","0.378"
"6054","0.342","0.342","0.342"
"6055","0.33","0.33","0.33"
"6056","0.352","0.352","0.352"
"6057","0.376","0.376","0.376"
"6058","0.408","0.408","0.408"
"6059","0.386","0.386","0.386"
"6060","0.367","0.367","0.367"
"6061","0.352","0.352","0.352"
"6062","0.366","0.366","0.366"
"6063","0.357","0.357","0.357"
"6064","0.358","0.358","0.358"
"6065","0.379","0.379","0.379"
"6066","0.366","0.366","0.366"
"6067","0.344","0.344","0.344"
"6068","0.351","0.351","0.351"
"6069","0.36","0.36","0.36"
"6070","0.359","0.359","0.359"
"6071","0.358","0.358","0.358"
"6072","0.354","0.354","0.354"
"6073","0.34","0.34","0.34"
"6074","0.341","0.341","0.341"
"6075","0.372","0.372","0.372"
"6076","0.364","0.364","0.364"
"6077","0.377","0.377","0.377"
"6078","0.348","0.348","0.348"
"6079","0.343","0.343","0.343"
"6080","0.358","0.358","0.358"
"6081","0.361","0.361","0.361"
"6082","0.361","0.361","0.361"
"6083","0.337","0.337","0.337"
"6084","0.351","0.351","0.351"
"6085","0.362","0.362","0.362"
"6086","0.38","0.38","0.38"
"6087","0.364","0.364","0.364"
"6088","0.33","0.33","0.33"
"6089","0.36","0.36","0.36"
"6090","0.367","0.367","0.367"
"6092","0.387","0.387","0.387"
"6093","0.351","0.351","0.351"
"6094","0.343","0.343","0.343"
"6095","0.37","0.37","0.37"
"6096","0.364","0.364","0.364"
"6097","0.363","0.363","0.363"
"6098","0.378","0.378","0.378"
"6099","0.354","0.354","0.354"
"6100","0.377","0.377","0.377"
"6101","0.372","0.372","0.372"
"6102","0.365","0.365","0.365"
"6103","0.365","0.365","0.365"
"6104","0.345","0.345","0.345"
"6105","0.357","0.357","0.357"
"6106","0.35","0.35","0.35"
"6107","0.359","0.359","0.359"
"6108","0.37","0.37","0.37"
"6109","0.351","0.351","0.351"
"6110","0.334","0.334","0.334"
"6111","0.328","0.328","0.328"
"6112","0.353","0.353","0.353"
"6113","0.336","0.336","0.336"
"6114","0.341","0.341","0.341"
"6115","0.347","0.347","0.347"
"6116","0.384","0.384","0.384"
"6117","0.406","0.406","0.406"
"6118","0.406","0.406","0.406"
"6119","0.364","0.364","0.364"
"6120","0.39","0.39","0.39"
"6121","0.403","0.403","0.403"
"6122","0.398","0.398","0.398"
"6123","0.366","0.366","0.366"
"6124","0.388","0.388","0.388"
"6125","0.369","0.369","0.369"
"6126","0.37","0.37","0.37"
"6127","0.356","0.356","0.356"
"6128","0.388","0.388","0.388"
"6129","0.404","0.404","0.404"
"6130","0.438","0.438","0.438"
"6131","0.378","0.378","0.378"
"6132","0.325","0.325","0.325"
"6133","0.36","0.36","0.36"
"6134","0.363","0.363","0.363"
"6135","0.339","0.339","0.339"
"6136","0.365","0.365","0.365"
"6137","0.378","0.378","0.378"
"6138","0.357","0.357","0.357"
"6139","0.382","0.382","0.382"
"6140","0.375","0.375","0.375"
"6141","0.354","0.354","0.354"
"6142","0.353","0.353","0.353"
"6143","0.36","0.36","0.36"
"6144","0.355","0.355","0.355"
"6145","0.357","0.357","0.357"
"6146","0.371","0.371","0.371"
"6147","0.366","0.366","0.366"
"6148","0.375","0.375","0.375"
"6149","0.371","0.371","0.371"
"6150","0.335","0.335","0.335"
"6151","0.34","0.34","0.34"
"6152","0.335","0.335","0.335"
"6153","0.362","0.362","0.362"
"6154","0.375","0.375","0.375"
"6155","0.362","0.362","0.362"
"6156","0.362","0.362","0.362"
"6157","0.377","0.377","0.377"
"6158","0.424","0.424","0.424"
"6159","0.359","0.359","0.359"
"6160","0.363","0.363","0.363"
"6161","0.363","0.363","0.363"
"6162","0.355","0.355","0.355"
"6163","0.348","0.348","0.348"
"6164","0.341","0.341","0.341"
"6165","0.344","0.344","0.344"
"6166","0.357","0.357","0.357"
"6167","0.349","0.349","0.349"
"6168","0.351","0.351","0.351"
"6169","0.337","0.337","0.337"
"6170","0.348","0.348","0.348"
"6171","0.345","0.345","0.345"
"6172","0.34","0.34","0.34"
"6173","0.332","0.332","0.332"
"6174","0.333","0.333","0.333"
"6175","0.361","0.361","0.361"
"6176","0.362","0.362","0.362"
"6177","0.359","0.359","0.359"
"6178","0.34","0.34","0.34"
"6179","0.375","0.375","0.375"
"6180","0.337","0.337","0.337"
"6181","0.346","0.346","0.346"
"6182","0.339","0.339","0.339"
"6183","0.341","0.341","0.341"
"6184","0.363","0.363","0.363"
"6185","0.393","0.393","0.393"
"6186","0.406","0.406","0.406"
"6187","0.387","0.387","0.387"
"6188","0.35","0.35","0.35"
"6189","0.363","0.363","0.363"
"6190","0.383","0.383","0.383"
"6191","0.368","0.368","0.368"
"6192","0.374","0.374","0.374"
"6193","0.38","0.38","0.38"
"6194","0.352","0.352","0.352"
"6195","0.363","0.363","0.363"
"6196","0.364","0.364","0.364"
"6197","0.356","0.356","0.356"
"6198","0.356","0.356","0.356"
"6199","0.366","0.366","0.366"
"6200","0.362","0.362","0.362"
"6201","0.347","0.347","0.347"
"6202","0.328","0.328","0.328"
"6203","0.366","0.366","0.366"
"6204","0.346","0.346","0.346"
"6205","0.348","0.348","0.348"
"6206","0.358","0.358","0.358"
"6207","0.406","0.406","0.406"
"6208","0.406","0.406","0.406"
"6209","0.41","0.41","0.41"
"6210","0.402","0.402","0.402"
"6211","0.379","0.379","0.379"
"6212","0.354","0.354","0.354"
"6213","0.367","0.367","0.367"
"6214","0.407","0.407","0.407"
"6215","0.383","0.383","0.383"
"6216","0.343","0.343","0.343"
"6217","0.376","0.376","0.376"
"6218","0.381","0.381","0.381"
"6219","0.35","0.35","0.35"
"6220","0.335","0.335","0.335"
"6221","0.328","0.328","0.328"
"6222","0.349","0.349","0.349"
"6223","0.357","0.357","0.357"
"6224","0.346","0.346","0.346"
"6225","0.339","0.339","0.339"
"6226","0.34","0.34","0.34"
"6227","0.346","0.346","0.346"
"6228","0.357","0.357","0.357"
"6229","0.341","0.341","0.341"
"6230","0.337","0.337","0.337"
"6231","0.372","0.372","0.372"
"6232","0.375","0.375","0.375"
"6233","0.387","0.387","0.387"
"6234","0.365","0.365","0.365"
"6236","0.365","0.365","0.365"
"6237","0.374","0.374","0.374"
"6238","0.35","0.35","0.35"
"6239","0.335","0.335","0.335"
"6240","0.354","0.354","0.354"
"6241","0.365","0.365","0.365"
"6242","0.395","0.395","0.395"
"6243","0.378","0.378","0.378"
"6244","0.382","0.382","0.382"
"6245","0.393","0.393","0.393"
"6246","0.357","0.357","0.357"
"6247","0.38","0.38","0.38"
"6248","0.36","0.36","0.36"
"6249","0.344","0.344","0.344"
"6250","0.349","0.349","0.349"
"6251","0.363","0.363","0.363"
"6252","0.337","0.337","0.337"
"6253","0.362","0.362","0.362"
"6254","0.36","0.36","0.36"
"6255","0.361","0.361","0.361"
"6256","0.355","0.355","0.355"
"6257","0.346","0.346","0.346"
"6258","0.379","0.379","0.379"
"6259","0.402","0.402","0.402"
"6260","0.374","0.374","0.374"
"6261","0.39","0.39","0.39"
"6262","0.399","0.399","0.399"
"6263","0.397","0.397","0.397"
"6264","0.399","0.399","0.399"
"6265","0.393","0.393","0.393"
"6266","0.389","0.389","0.389"
"6267","0.367","0.367","0.367"
"6268","0.346","0.346","0.346"
"6269","0.331","0.331","0.331"
"6270","0.351","0.351","0.351"
"6271","0.343","0.343","0.343"
"6272","0.348","0.348","0.348"
"6273","0.365","0.365","0.365"
"6274","0.36","0.36","0.36"
"6275","0.339","0.339","0.339"
"6276","0.342","0.342","0.342"
"6277","0.317","0.317","0.317"
"6278","0.335","0.335","0.335"
"6279","0.354","0.354","0.354"
"6280","0.334","0.334","0.334"
"6281","0.323","0.323","0.323"
"6282","0.353","0.353","0.353"
"6283","0.359","0.359","0.359"
"6284","0.366","0.366","0.366"
"6285","0.345","0.345","0.345"
"6286","0.357","0.357","0.357"
"6287","0.376","0.376","0.376"
"6288","0.338","0.338","0.338"
"6289","0.363","0.363","0.363"
"6290","0.362","0.362","0.362"
"6291","0.35","0.35","0.35"
"6292","0.349","0.349","0.349"
"6293","0.335","0.335","0.335"
"6294","0.363","0.363","0.363"
"6295","0.364","0.364","0.364"
"6296","0.344","0.344","0.344"
"6297","0.34","0.34","0.34"
"6298","0.357","0.357","0.357"
"6299","0.349","0.349","0.349"
"6300","0.365","0.365","0.365"
"6301","0.355","0.355","0.355"
"6302","0.36","0.36","0.36"
"6303","0.344","0.344","0.344"
"6304","0.339","0.339","0.339"
"6305","0.357","0.357","0.357"
"6306","0.385","0.385","0.385"
"6307","0.359","0.359","0.359"
"6308","0.392","0.392","0.392"
"6309","0.405","0.405","0.405"
"6310","0.387","0.387","0.387"
"6311","0.41","0.41","0.41"
"6312","0.419","0.419","0.419"
"6313","0.375","0.375","0.375"
"6314","0.403","0.403","0.403"
"6315","0.4","0.4","0.4"
"6316","0.359","0.359","0.359"
"6317","0.38","0.38","0.38"
"6318","0.381","0.381","0.381"
"6319","0.372","0.372","0.372"
"6320","0.363","0.363","0.363"
"6321","0.369","0.369","0.369"
"6322","0.382","0.382","0.382"
"6323","0.361","0.361","0.361"
"6324","0.335","0.335","0.335"
"6325","0.362","0.362","0.362"
"6326","0.358","0.358","0.358"
"6327","0.374","0.374","0.374"
"6328","0.371","0.371","0.371"
"6329","0.341","0.341","0.341"
"6330","0.355","0.355","0.355"
"6331","0.348","0.348","0.348"
"6332","0.353","0.353","0.353"
"6333","0.383","0.383","0.383"
"6334","0.332","0.332","0.332"
"6335","0.337","0.337","0.337"
"6336","0.328","0.328","0.328"
"6337","0.354","0.354","0.354"
"6338","0.372","0.372","0.372"
"6339","0.383","0.383","0.383"
"6340","0.381","0.381","0.381"
"6341","0.386","0.386","0.386"
"6342","0.383","0.383","0.383"
"6343","0.366","0.366","0.366"
"6344","0.393","0.393","0.393"
"6345","0.385","0.385","0.385"
"6346","0.331","0.331","0.331"
"6347","0.352","0.352","0.352"
"6348","0.354","0.354","0.354"
"6349","0.363","0.363","0.363"
"6350","0.37","0.37","0.37"
"6351","0.377","0.377","0.377"
"6352","0.376","0.376","0.376"
"6353","0.438","0.438","0.438"
"6354","0.406","0.406","0.406"
"6355","0.382","0.382","0.382"
"6356","0.4","0.4","0.4"
"6357","0.416","0.416","0.416"
"6358","0.431","0.431","0.431"
"6359","0.376","0.376","0.376"
"6360","0.37","0.37","0.37"
"6361","0.374","0.374","0.374"
"6362","0.388","0.388","0.388"
"6363","0.365","0.365","0.365"
"6364","0.358","0.358","0.358"
"6365","0.364","0.364","0.364"
"6366","0.344","0.344","0.344"
"6367","0.362","0.362","0.362"
"6368","0.35","0.35","0.35"
"6369","0.348","0.348","0.348"
"6370","0.359","0.359","0.359"
"6371","0.38","0.38","0.38"
"6372","0.353","0.353","0.353"
"6373","0.339","0.339","0.339"
"6374","0.359","0.359","0.359"
"6375","0.331","0.331","0.331"
"6376","0.341","0.341","0.341"
"6377","0.358","0.358","0.358"
"6378","0.351","0.351","0.351"
"6379","0.35","0.35","0.35"
"6380","0.382","0.382","0.382"
"6381","0.38","0.38","0.38"
"6382","0.385","0.385","0.385"
"6383","0.372","0.372","0.372"
"6384","0.414","0.414","0.414"
"6385","0.474","0.474","0.474"
"6386","0.443","0.443","0.443"
"6387","0.395","0.395","0.395"
"6388","0.382","0.382","0.382"
"6389","0.378","0.378","0.378"
"6390","0.388","0.388","0.388"
"6391","0.375","0.375","0.375"
"6392","0.32","0.32","0.32"
"6393","0.34","0.34","0.34"
"6394","0.374","0.374","0.374"
"6395","0.374","0.374","0.374"
"6396","0.361","0.361","0.361"
"6397","0.364","0.364","0.364"
"6398","0.355","0.355","0.355"
"6399","0.361","0.361","0.361"
"6400","0.359","0.359","0.359"
"6401","0.358","0.358","0.358"
"6402","0.34","0.34","0.34"
"6403","0.343","0.343","0.343"
"6404","0.351","0.351","0.351"
"6405","0.38","0.38","0.38"
"6406","0.409","0.409","0.409"
"6407","0.418","0.418","0.418"
"6408","0.399","0.399","0.399"
"6409","0.337","0.337","0.337"
"6410","0.37","0.37","0.37"
"6411","0.349","0.349","0.349"
"6412","0.362","0.362","0.362"
"6413","0.377","0.377","0.377"
"6414","0.363","0.363","0.363"
"6415","0.354","0.354","0.354"
"6416","0.369","0.369","0.369"
"6417","0.371","0.371","0.371"
"6418","0.41","0.41","0.41"
"6419","0.39","0.39","0.39"
"6420","0.344","0.344","0.344"
"6421","0.38","0.38","0.38"
"6422","0.341","0.341","0.341"
"6423","0.351","0.351","0.351"
"6424","0.363","0.363","0.363"
"6425","0.364","0.364","0.364"
"6426","0.374","0.374","0.374"
"6427","0.355","0.355","0.355"
"6428","0.394","0.394","0.394"
"6429","0.352","0.352","0.352"
"6430","0.357","0.357","0.357"
"6431","0.382","0.382","0.382"
"6432","0.37","0.37","0.37"
"6433","0.389","0.389","0.389"
"6434","0.409","0.409","0.409"
"6435","0.418","0.418","0.418"
"6436","0.387","0.387","0.387"
"6437","0.379","0.379","0.379"
"6438","0.376","0.376","0.376"
"6439","0.367","0.367","0.367"
"6440","0.394","0.394","0.394"
"6441","0.382","0.382","0.382"
"6442","0.407","0.407","0.407"
"6443","0.36","0.36","0.36"
"6444","0.367","0.367","0.367"
"6445","0.354","0.354","0.354"
"6446","0.37","0.37","0.37"
"6447","0.36","0.36","0.36"
"6448","0.39","0.39","0.39"
"6449","0.352","0.352","0.352"
"6450","0.352","0.352","0.352"
"6451","0.357","0.357","0.357"
"6452","0.36","0.36","0.36"
"6453","0.346","0.346","0.346"
"6454","0.33","0.33","0.33"
"6455","0.345","0.345","0.345"
"6456","0.351","0.351","0.351"
"6457","0.356","0.356","0.356"
"6458","0.365","0.365","0.365"
"6459","0.347","0.347","0.347"
"6460","0.36","0.36","0.36"
"6461","0.401","0.401","0.401"
"6462","0.382","0.382","0.382"
"6463","0.383","0.383","0.383"
"6464","0.362","0.362","0.362"
"6465","0.349","0.349","0.349"
"6466","0.355","0.355","0.355"
"6467","0.393","0.393","0.393"
"6468","0.377","0.377","0.377"
"6469","0.351","0.351","0.351"
"6470","0.374","0.374","0.374"
"6471","0.359","0.359","0.359"
"6472","0.355","0.355","0.355"
"6473","0.336","0.336","0.336"
"6474","0.347","0.347","0.347"
"6475","0.328","0.328","0.328"
"6476","0.35","0.35","0.35"
"6477","0.374","0.374","0.374"
"6478","0.387","0.387","0.387"
"6479","0.371","0.371","0.371"
"6480","0.381","0.381","0.381"
"6481","0.349","0.349","0.349"
"6482","0.347","0.347","0.347"
"6483","0.369","0.369","0.369"
"6484","0.395","0.395","0.395"
"6485","0.387","0.387","0.387"
"6486","0.417","0.417","0.417"
"6487","0.394","0.394","0.394"
"6488","0.39","0.39","0.39"
"6489","0.384","0.384","0.384"
"6490","0.354","0.354","0.354"
"6491","0.377","0.377","0.377"
"6492","0.373","0.373","0.373"
"6493","0.34","0.34","0.34"
"6495","0.339","0.339","0.339"
"6496","0.347","0.347","0.347"
"6497","0.375","0.375","0.375"
"6498","0.341","0.341","0.341"
"6499","0.342","0.342","0.342"
"6500","0.381","0.381","0.381"
"6501","0.4","0.4","0.4"
"6502","0.358","0.358","0.358"
"6503","0.381","0.381","0.381"
"6504","0.37","0.37","0.37"
"6505","0.37","0.37","0.37"
"6506","0.363","0.363","0.363"
"6507","0.359","0.359","0.359"
"6508","0.346","0.346","0.346"
"6509","0.376","0.376","0.376"
"6510","0.366","0.366","0.366"
"6511","0.368","0.368","0.368"
"6512","0.353","0.353","0.353"
"6513","0.346","0.346","0.346"
"6514","0.368","0.368","0.368"
"6515","0.37","0.37","0.37"
"6516","0.356","0.356","0.356"
"6517","0.348","0.348","0.348"
"6518","0.368","0.368","0.368"
"6519","0.371","0.371","0.371"
"6520","0.381","0.381","0.381"
"6521","0.372","0.372","0.372"
"6522","0.387","0.387","0.387"
"6523","0.377","0.377","0.377"
"6524","0.357","0.357","0.357"
"6525","0.355","0.355","0.355"
"6526","0.361","0.361","0.361"
"6527","0.346","0.346","0.346"
"6528","0.36","0.36","0.36"
"6529","0.393","0.393","0.393"
"6530","0.376","0.376","0.376"
"6531","0.365","0.365","0.365"
"6532","0.406","0.406","0.406"
"6533","0.414","0.414","0.414"
"6534","0.407","0.407","0.407"
"6535","0.391","0.391","0.391"
"6536","0.392","0.392","0.392"
"6537","0.375","0.375","0.375"
"6538","0.377","0.377","0.377"
"6539","0.359","0.359","0.359"
"6540","0.345","0.345","0.345"
"6541","0.388","0.388","0.388"
"6542","0.389","0.389","0.389"
"6543","0.361","0.361","0.361"
"6544","0.352","0.352","0.352"
"6545","0.344","0.344","0.344"
"6546","0.362","0.362","0.362"
"6547","0.356","0.356","0.356"
"6548","0.356","0.356","0.356"
"6549","0.366","0.366","0.366"
"6550","0.366","0.366","0.366"
"6551","0.374","0.374","0.374"
"6552","0.366","0.366","0.366"
"6553","0.366","0.366","0.366"
"6554","0.367","0.367","0.367"
"6555","0.368","0.368","0.368"
"6556","0.336","0.336","0.336"
"6557","0.354","0.354","0.354"
"6558","0.379","0.379","0.379"
"6559","0.375","0.375","0.375"
"6560","0.343","0.343","0.343"
"6561","0.349","0.349","0.349"
"6563","0.359","0.359","0.359"
"6564","0.345","0.345","0.345"
"6565","0.359","0.359","0.359"
"6566","0.379","0.379","0.379"
"6567","0.361","0.361","0.361"
"6568","0.386","0.386","0.386"
"6569","0.383","0.383","0.383"
"6570","0.357","0.357","0.357"
"6571","0.348","0.348","0.348"
"6572","0.365","0.365","0.365"
"6573","0.364","0.364","0.364"
"6574","0.365","0.365","0.365"
"6575","0.418","0.418","0.418"
"6576","0.382","0.382","0.382"
"6577","0.372","0.372","0.372"
"6578","0.375","0.375","0.375"
"6579","0.369","0.369","0.369"
"6580","0.382","0.382","0.382"
"6581","0.381","0.381","0.381"
"6582","0.362","0.362","0.362"
"6583","0.375","0.375","0.375"
"6584","0.375","0.375","0.375"
"6585","0.366","0.366","0.366"
"6586","0.354","0.354","0.354"
"6587","0.374","0.374","0.374"
"6588","0.353","0.353","0.353"
"6589","0.332","0.332","0.332"
"6590","0.375","0.375","0.375"
"6591","0.365","0.365","0.365"
"6592","0.396","0.396","0.396"
"6593","0.403","0.403","0.403"
"6594","0.378","0.378","0.378"
"6595","0.363","0.363","0.363"
"6596","0.358","0.358","0.358"
"6597","0.364","0.364","0.364"
"6598","0.377","0.377","0.377"
"6599","0.34","0.34","0.34"
"6600","0.382","0.382","0.382"
"6601","0.378","0.378","0.378"
"6602","0.387","0.387","0.387"
"6603","0.377","0.377","0.377"
"6604","0.382","0.382","0.382"
"6605","0.402","0.402","0.402"
"6606","0.399","0.399","0.399"
"6607","0.377","0.377","0.377"
"6608","0.379","0.379","0.379"
"6609","0.353","0.353","0.353"
"6610","0.362","0.362","0.362"
"6611","0.343","0.343","0.343"
"6612","0.349","0.349","0.349"
"6613","0.377","0.377","0.377"
"6614","0.387","0.387","0.387"
"6615","0.383","0.383","0.383"
"6616","0.388","0.388","0.388"
"6617","0.405","0.405","0.405"
"6618","0.397","0.397","0.397"
"6619","0.408","0.408","0.408"
"6620","0.405","0.405","0.405"
"6621","0.358","0.358","0.358"
